"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	
1661	232	36	14	6	8	
3500	1100	61	20	10	10	
289	0	0	0	0	0	
1339	232	36	14	6	8	
29	0	0	0	0	0	
1843	868	25	6	4	2	
318	0	0	0	0	0	
1339	232	36	14	6	8	
8	2	0	0	0	0	
1649	230	36	14	6	8	
0	0	0	0	0	0	
0	0	0	0	0	0	

2	0	0	0	0	0	
9	18	5	0	0	0	
114	17	0	3	0	0	
1508	186	30	8	6	8	
8	7	0	0	0	0	
4	0	1	2	0	0	
3	1	0	1	0	0	
1	1	0	0	0	0	
