"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	
1174	1407	1282	1102	835	330	279	571	1170	429	494	1081	785	996	679	1148	671	1219	1193	269	901	1197	
1258	1465	1304	1173	933	343	290	624	1338	487	525	1168	848	1102	767	1352	659	1299	1215	340	946	1290	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
630	750	610	617	462	209	168	234	529	195	280	438	336	584	317	650	383	542	554	180	304	459	
80	36	54	57	27	14	0	58	150	49	27	189	81	81	168	179	23	181	114	16	148	199	
548	679	640	499	444	120	122	332	659	243	218	541	431	437	282	523	253	576	547	144	494	632	
80	36	54	57	27	14	0	58	150	49	27	189	81	81	168	179	23	181	114	16	148	199	
630	750	610	617	462	209	168	234	529	195	280	438	336	584	317	650	383	542	554	180	304	459	
8	10	10	5	8	0	1	3	2	1	1	4	1	10	4	5	6	7	3	3	5	3	
702	776	654	669	481	223	167	289	677	243	306	623	416	655	481	824	400	716	665	193	447	655	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	3	2	2	4	0	2	2	7	1	6	4	0	4	6	2	2	3	3	0	6	6	
117	120	106	136	80	27	20	31	62	23	24	66	43	77	35	67	58	64	56	18	40	44	
47	41	33	50	30	26	5	23	50	8	28	23	21	19	32	41	36	34	61	13	30	26	
514	594	499	469	358	166	137	218	550	208	232	522	347	536	395	703	297	596	528	149	364	574	
11	5	6	2	6	1	1	4	2	1	4	5	2	10	10	5	6	3	7	5	4	2	
2	3	5	5	2	2	0	3	4	1	5	1	2	4	2	4	1	7	5	4	1	3	
2	5	0	1	1	0	1	2	1	0	4	2	1	2	0	1	0	5	3	1	1	0	
2	5	3	4	0	1	1	6	1	1	3	0	0	3	1	1	0	4	2	3	1	0	
