"УИК №259"	"УИК №260"	"УИК №261"	"УИК №262"	"УИК №263"	"УИК №264"	"УИК №265"	"УИК №266"	"УИК №267"	"УИК №268"	"УИК №269"	"УИК №270"	"УИК №271"	"УИК №272"	"УИК №273"	"УИК №274"	"УИК №275"	"УИК №276"	"УИК №277"	"УИК №278"	"УИК №279"	"УИК №280"	"УИК №281"	"УИК №282"	"УИК №283"	"УИК №284"	"УИК №285"	"УИК №286"	"УИК №287"	"УИК №288"	"УИК №289"	"УИК №290"	"УИК №291"	"УИК №292"	"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	"УИК №299"	"УИК №300"	"УИК №301"	"УИК №302"	"УИК №303"	"УИК №304"	"УИК №305"	
1631	1725	1645	2078	2344	2327	2202	2416	2164	2474	2454	2091	2525	1422	2135	2291	2211	1642	2531	948	1380	2013	1920	2430	1746	1801	2383	1908	1990	1977	2334	2340	2461	1225	1990	1760	1807	1650	1827	1980	1907	1720	1532	1514	2261	1892	1959	
1400	1500	1400	1950	2050	2000	2050	2350	2000	2150	2150	1800	2150	1250	1850	2100	1950	1400	2050	950	1350	1750	1650	1900	1550	1550	2050	1600	1750	1800	2100	2200	2400	1050	1700	1500	1700	1400	1600	1800	1750	1650	1500	1400	1950	1800	1850	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1306	1294	1244	1820	1577	1698	1920	1888	1529	1773	1806	1358	1886	1115	1415	1791	1786	1324	1811	861	603	1500	1278	1503	1314	1482	1886	1369	1365	1724	1900	2012	2303	975	1459	1162	1460	1087	1247	1650	1630	1583	1404	1319	1420	1671	1723	
94	81	122	83	53	102	116	166	129	111	136	24	119	122	212	162	49	32	99	42	487	100	151	342	98	38	80	57	43	38	156	56	60	66	186	33	90	93	70	146	41	20	52	21	83	111	118	
0	125	34	47	420	200	14	296	342	266	208	418	145	13	223	147	115	44	140	47	260	150	221	55	138	30	84	174	342	38	44	132	37	9	55	305	150	220	283	4	79	47	44	60	447	18	9	
94	81	122	83	53	102	116	166	129	111	136	24	119	116	212	162	49	32	99	42	487	100	151	342	98	38	80	57	43	38	156	56	60	66	186	33	90	93	70	146	41	20	52	21	83	111	118	
1296	1289	1232	1803	1577	1689	1920	1880	1529	1759	1806	1358	1876	1115	1415	1788	1779	1315	1811	859	598	1494	1275	1503	1302	1472	1865	1366	1365	1724	1890	2012	2296	909	1450	1153	1445	1087	1236	1650	1589	1581	1402	1315	1419	1547	1705	
11	11	15	25	29	23	5	14	13	14	18	19	12	25	23	10	8	17	22	5	35	20	6	23	13	28	24	0	10	45	5	0	11	10	20	14	15	28	14	5	11	12	10	4	15	13	18	
1379	1359	1339	1861	1601	1768	2031	2032	1645	1856	1924	1363	1983	1206	1604	1940	1820	1330	1888	896	1050	1574	1420	1822	1387	1482	1921	1423	1398	1717	2041	2068	2345	965	1616	1172	1520	1152	1292	1791	1619	1589	1444	1332	1487	1645	1805	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

21	14	11	3	9	8	11	18	11	15	14	15	10	10	14	11	15	7	13	1	6	7	7	12	8	10	11	3	8	7	16	18	16	5	10	9	26	1	6	12	8	13	4	11	13	3	4	
55	95	43	135	290	287	39	298	87	81	93	261	84	179	140	63	68	28	167	6	63	102	82	266	76	76	91	227	96	130	100	86	106	98	81	155	46	157	167	77	79	65	15	54	241	17	20	
84	124	80	83	139	119	60	75	69	115	113	83	121	12	126	129	71	29	102	9	55	107	102	131	95	107	155	81	126	28	86	106	187	61	68	80	29	81	96	75	89	98	21	61	114	31	36	
1172	1060	1165	1617	1079	1248	1886	1583	1402	1575	1618	922	1695	947	1262	1675	1589	1235	1533	870	875	1274	1187	1333	1147	1238	1561	1071	1088	1529	1766	1779	1953	750	1401	868	1398	851	939	1562	1364	1350	1383	1160	1035	1576	1717	
12	13	13	7	29	34	15	25	23	26	30	40	28	26	27	25	23	12	15	3	15	33	16	37	24	19	29	17	32	8	27	29	28	23	19	25	6	21	38	22	24	21	6	14	34	3	5	
8	18	4	3	20	22	6	8	9	11	12	8	11	8	10	6	7	6	11	3	6	18	5	9	9	7	13	5	17	5	8	10	11	9	5	10	3	5	7	7	11	6	2	6	9	3	6	
6	14	3	4	20	20	4	7	9	8	22	18	7	10	13	7	8	5	18	1	5	11	5	13	8	5	10	4	9	3	9	9	9	10	6	7	7	11	18	8	7	6	1	5	13	2	6	
21	21	20	9	15	30	10	18	35	25	22	16	27	14	12	24	39	8	29	3	25	22	16	21	20	20	51	15	22	7	29	31	35	9	26	18	5	25	21	28	37	30	12	21	28	10	11	
