"УИК №1202"	"УИК №1203"	"УИК №1204"	"УИК №1205"	"УИК №1206"	"УИК №1207"	"УИК №1208"	"УИК №1209"	"УИК №1210"	"УИК №1211"	"УИК №1212"	"УИК №1213"	"УИК №1214"	"УИК №1215"	"УИК №1216"	"УИК №1217"	"УИК №1218"	"УИК №1219"	"УИК №1220"	"УИК №1221"	"УИК №1222"	"УИК №1223"	"УИК №1224"	"УИК №1225"	"УИК №1226"	"УИК №1227"	"УИК №1228"	"УИК №1229"	"УИК №1230"	"УИК №1231"	"УИК №1232"	"УИК №1233"	"УИК №1234"	"УИК №1235"	"УИК №1236"	"УИК №1237"	"УИК №1238"	"УИК №1239"	"УИК №1240"	"УИК №1241"	"УИК №1242"	"УИК №1243"	"УИК №1244"	"УИК №1245"	"УИК №1246"	"УИК №1247"	"УИК №1248"	"УИК №1249"	"УИК №1250"	"УИК №1251"	"УИК №1252"	"УИК №1253"	"УИК №1254"	
333	373	514	241	845	501	685	560	40	199	549	212	201	276	255	20	450	393	268	136	350	149	452	421	308	289	295	213	178	153	259	29	218	85	220	264	351	189	40	96	89	58	407	233	247	597	404	37	167	176	86	35	69	
333	369	513	232	845	501	685	530	40	199	542	212	201	289	255	20	432	393	268	119	343	150	452	421	303	289	295	219	176	152	295	33	252	83	220	264	350	182	43	98	95	62	410	231	250	604	410	34	167	175	83	36	69	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
319	358	493	230	736	454	615	474	35	189	230	199	185	265	214	18	414	352	248	116	339	130	448	397	294	275	289	208	173	142	245	24	200	69	215	260	338	169	31	93	82	58	401	217	243	570	395	33	156	161	81	22	69	
0	0	0	0	0	0	0	8	0	0	0	0	2	6	8	0	4	0	0	0	1	0	4	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	11	20	2	109	47	70	48	5	10	312	13	14	18	33	2	14	41	20	3	3	20	0	20	8	14	6	9	3	10	50	9	52	14	5	4	12	13	12	5	13	4	9	14	7	34	15	1	11	14	2	14	0	
0	0	0	0	0	0	0	8	0	0	0	0	2	6	8	0	4	0	0	0	1	0	4	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
319	358	493	230	736	454	615	474	35	189	230	199	185	265	214	18	414	352	248	116	339	130	448	397	294	275	289	208	173	142	245	24	200	69	215	260	338	169	31	93	82	58	401	217	243	570	395	33	156	161	81	22	69	
0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	
319	358	493	230	736	449	615	481	35	189	230	199	187	271	222	18	418	352	248	116	340	130	452	401	289	275	289	210	173	142	245	24	200	69	215	260	338	168	31	93	82	58	401	217	243	568	392	33	156	161	81	22	69	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	16	22	15	36	33	19	12	1	15	25	12	1	13	8	2	8	8	10	3	4	8	6	7	20	0	28	3	3	3	12	2	7	2	3	5	4	5	0	6	5	5	32	9	8	29	23	2	3	4	2	7	3	
0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	0	
303	340	468	214	700	403	596	467	34	174	204	187	185	258	214	16	409	344	238	113	336	122	443	390	269	275	260	207	170	139	233	22	193	66	210	255	332	163	30	87	77	53	363	208	235	535	366	31	153	157	79	15	66	
0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	
2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
