"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	
456	184	550	164	342	389	656	1881	269	469	323	116	319	465	217	295	424	503	582	518	450	168	698	165	551	
430	170	520	170	320	370	630	1740	260	440	310	100	310	440	200	310	410	500	550	520	430	150	640	160	520	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
322	125	358	74	236	219	544	1080	207	318	179	68	212	340	101	238	235	171	431	265	337	95	489	103	333	
75	32	97	27	42	44	24	91	25	91	56	28	77	62	36	41	117	131	80	98	38	27	104	38	138	
33	13	65	69	42	107	62	569	28	31	75	4	21	38	63	31	58	198	39	157	55	28	47	19	49	
75	32	97	27	42	44	24	91	25	91	56	28	77	62	36	41	117	131	80	98	38	27	104	38	138	
322	125	358	74	236	219	544	1080	207	318	179	68	212	340	101	238	235	171	431	265	337	95	489	103	333	
0	0	0	2	1	0	9	14	4	0	2	0	0	2	1	0	0	0	2	0	0	2	0	0	0	
397	157	455	99	277	263	559	1157	228	409	233	96	289	400	136	279	352	302	509	363	375	120	593	141	471	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	1	0	0	2	11	0	0	0	0	1	3	4	0	0	1	1	4	0	0	4	0	0	
5	4	17	11	20	23	50	151	16	16	21	4	8	45	11	5	25	28	21	21	48	16	46	7	12	
9	7	15	6	7	4	24	61	8	6	11	4	11	12	10	3	16	16	12	8	8	8	27	4	15	
381	143	420	79	250	234	476	913	201	385	197	88	268	335	108	269	302	254	473	323	319	96	501	129	442	
0	3	0	1	0	0	3	7	1	0	1	0	0	1	0	0	4	1	0	2	0	0	8	0	0	
1	0	3	1	0	2	3	7	0	1	1	0	1	3	1	1	2	0	1	4	0	0	5	1	2	
1	0	0	0	0	0	1	2	2	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	5	0	0	1	0	0	1	2	1	1	1	1	1	0	0	2	0	0	
