"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №641"	"УИК №642"	"УИК №643"	"УИК №644"	"УИК №645"	"УИК №646"	"УИК №647"	"УИК №648"	"УИК №649"	"УИК №650"	"УИК №651"	"УИК №652"	"УИК №653"	"УИК №654"	"УИК №1091"	"УИК №1092"	"УИК №1093"	
865	789	699	1307	1386	1340	1294	970	1164	405	462	1504	486	524	274	371	459	691	423	241	1116	699	786	413	725	508	691	706	1433	678	1350	
830	780	700	1310	1390	1350	1300	930	1160	380	450	1500	490	500	270	360	450	690	420	230	1070	690	780	390	700	410	680	700	1380	650	1340	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
543	499	489	864	851	835	711	502	733	163	278	694	202	194	109	169	235	346	207	96	522	279	436	227	294	233	392	393	890	406	755	
63	29	36	45	49	85	146	109	202	113	34	116	71	86	62	46	61	95	92	63	157	102	102	68	106	99	58	24	45	68	61	
224	252	175	401	490	430	443	319	225	104	138	690	217	220	99	145	154	249	121	71	391	309	242	95	300	78	230	283	445	176	524	
63	29	36	45	49	85	146	109	202	113	34	116	71	86	62	46	61	95	92	63	157	102	102	68	106	99	58	24	45	68	61	
543	499	489	864	851	835	711	502	733	163	278	694	202	194	109	169	235	346	207	96	522	279	436	227	294	233	392	393	890	406	755	
11	8	6	13	18	13	11	9	13	0	2	13	3	2	1	1	2	11	4	2	11	5	4	2	3	2	7	7	15	9	8	
595	520	519	896	882	907	846	602	922	276	310	797	270	278	170	214	294	430	295	157	668	376	534	293	397	330	443	410	920	465	808	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	5	2	4	6	6	8	1	6	3	2	7	2	1	5	0	1	3	1	0	3	6	4	3	6	4	2	3	6	4	4	
92	48	68	111	96	121	97	78	112	26	19	86	27	32	14	23	34	49	30	25	86	43	55	29	52	66	51	29	124	51	94	
59	59	44	73	83	94	74	50	105	25	35	71	23	27	12	24	40	27	31	9	58	32	38	28	38	21	20	37	79	33	61	
430	388	382	674	663	656	653	459	669	216	253	620	209	212	137	163	214	338	226	116	503	284	420	229	288	227	349	325	675	365	627	
4	11	12	19	14	14	5	6	8	3	0	4	4	2	0	0	3	4	4	2	5	2	4	1	6	6	2	6	12	3	8	
4	3	2	7	7	8	4	2	10	0	1	3	4	2	1	2	0	7	3	4	3	2	3	1	1	1	6	3	10	0	3	
3	3	5	5	4	3	2	3	10	1	0	5	1	0	1	1	1	2	0	1	6	3	4	2	1	1	8	4	9	5	6	
2	3	4	3	9	5	3	3	2	2	0	1	0	2	0	1	1	0	0	0	4	4	6	0	5	4	5	3	5	4	5	
