"УИК №703"	"УИК №704"	"УИК №705"	"УИК №706"	"УИК №707"	"УИК №708"	"УИК №709"	"УИК №710"	"УИК №711"	"УИК №712"	"УИК №713"	"УИК №714"	"УИК №715"	"УИК №716"	"УИК №717"	"УИК №718"	"УИК №719"	"УИК №720"	"УИК №721"	"УИК №722"	
1531	1317	460	313	158	381	140	280	329	301	158	574	223	353	156	102	200	263	320	129	
1500	1300	450	280	120	350	130	260	300	270	150	550	190	330	120	80	160	250	290	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
894	677	260	160	85	187	69	135	123	113	78	246	96	160	68	42	89	130	156	74	
64	79	22	14	15	43	26	35	75	60	22	76	41	48	17	13	36	40	42	13	
542	544	168	106	20	120	35	90	102	97	50	228	53	122	35	25	35	80	92	13	
64	79	22	14	15	43	26	35	75	60	22	76	41	48	17	13	36	40	42	13	
894	676	260	160	85	187	69	135	123	113	78	246	96	160	68	42	89	130	156	74	
13	7	3	2	2	4	2	3	2	0	1	4	0	2	0	0	1	0	1	1	
945	748	279	172	98	226	93	167	196	173	99	318	137	206	85	55	124	170	197	86	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	5	5	2	0	1	1	0	2	0	1	3	0	2	1	2	0	2	1	2	
119	91	39	26	19	13	0	22	8	9	9	31	11	28	25	6	12	15	30	11	
82	64	31	30	25	23	1	17	27	7	9	37	11	24	8	8	10	31	22	11	
709	575	198	110	49	185	90	126	156	157	79	241	114	151	51	36	100	120	140	55	
10	5	1	4	1	1	0	0	1	0	1	0	1	1	0	0	0	0	4	5	
7	3	3	0	2	1	0	2	2	0	0	2	0	0	0	2	2	2	0	0	
7	2	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	
3	3	1	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	
