"УИК №3501"	"УИК №3502"	"УИК №3503"	"УИК №3504"	"УИК №3505"	"УИК №3506"	"УИК №3507"	"УИК №3508"	"УИК №3509"	"УИК №3510"	"УИК №3512"	"УИК №3513"	"УИК №3514"	"УИК №3515"	"УИК №3516"	"УИК №3517"	"УИК №3518"	"УИК №3519"	"УИК №3520"	"УИК №3521"	
444	985	194	266	167	480	197	276	218	271	790	420	141	469	178	478	1105	1003	1023	567	
500	1000	200	300	200	450	200	300	200	300	800	450	150	500	200	450	1100	1000	1000	500	
64	59	0	0	0	0	34	20	0	71	0	0	4	35	0	0	0	0	0	20	
202	532	129	186	100	311	86	165	90	78	472	249	101	255	90	323	694	673	633	288	
43	184	34	34	30	42	28	36	67	50	82	55	10	41	19	44	88	58	134	108	
191	225	37	80	70	97	52	79	43	101	246	146	35	169	91	83	318	269	233	84	
107	243	34	34	30	42	62	56	67	121	82	55	14	76	19	44	88	58	134	128	
202	532	129	186	100	311	86	165	90	78	472	249	101	255	90	323	694	673	633	288	
0	4	0	0	3	3	3	1	0	1	9	4	0	4	0	2	9	6	6	4	
309	771	163	220	127	350	145	220	157	198	545	300	115	327	109	365	773	725	761	412	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	3	1	0	0	1	1	0	1	0	5	3	0	0	0	2	7	4	10	0	
24	44	4	21	5	29	15	16	12	3	48	25	7	7	4	21	67	70	50	33	
15	50	11	13	11	20	6	17	18	9	31	24	10	16	8	24	60	47	70	27	
260	656	138	178	107	297	119	182	120	183	447	241	97	298	96	309	625	584	607	349	
3	6	2	1	3	1	3	3	0	0	7	4	0	5	0	3	3	10	10	1	
3	8	3	3	1	1	0	1	3	2	4	2	0	1	0	3	5	3	1	1	
1	2	3	1	0	0	1	1	3	0	2	1	0	0	0	1	4	4	6	0	
0	2	1	3	0	1	0	0	0	1	1	0	1	0	1	2	2	3	7	1	
