"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №641"	"УИК №642"	"УИК №643"	"УИК №644"	"УИК №645"	"УИК №646"	"УИК №647"	"УИК №648"	"УИК №649"	"УИК №650"	"УИК №651"	"УИК №652"	"УИК №653"	"УИК №654"	"УИК №655"	
226	117	235	986	693	169	230	90	121	695	1238	1203	940	1169	390	216	150	172	101	81	94	517	126	681	72	180	746	127	864	122	565	144	434	102	211	726	176	129	114	939	316	355	107	218	184	
219	116	244	1022	713	188	229	97	118	712	1276	1248	969	1223	401	213	164	167	95	77	90	555	131	697	72	179	776	125	875	120	581	151	451	106	212	755	177	131	117	933	323	371	100	226	181	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
77	62	116	484	468	113	125	54	69	363	696	670	496	660	153	110	93	91	49	45	56	261	83	401	50	96	385	75	535	82	317	73	207	47	95	387	112	61	59	454	131	172	44	93	116	
30	10	24	45	69	3	17	2	8	55	46	54	31	45	50	8	9	12	3	7	8	39	8	30	6	5	66	10	45	0	28	7	34	6	18	44	20	2	10	62	31	15	16	25	24	
112	44	104	493	176	72	87	41	41	294	534	524	442	518	198	95	62	64	43	25	26	255	40	266	16	78	325	40	295	38	236	71	210	53	99	324	45	68	48	417	161	184	40	108	41	
30	10	24	45	69	3	17	2	8	55	46	54	31	45	50	8	9	12	3	7	8	39	8	30	6	5	66	10	45	0	28	7	34	6	18	44	20	2	10	62	31	15	16	25	24	
77	62	116	484	468	113	125	54	69	363	696	670	496	660	153	110	93	91	49	45	56	261	83	401	50	96	385	75	535	82	317	73	207	47	95	387	112	61	59	454	131	172	44	93	116	
0	0	2	9	1	1	2	0	0	5	13	4	12	10	3	1	0	1	1	0	0	1	0	9	0	0	3	0	13	0	6	0	7	1	0	6	2	0	0	8	2	3	0	0	1	
107	72	138	520	536	115	140	56	77	413	729	720	515	695	200	117	102	102	51	52	64	299	91	422	56	101	448	85	567	82	339	80	234	52	113	425	130	63	69	508	160	184	60	118	139	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	1	0	6	0	2	1	1	6	5	4	2	8	2	0	0	0	0	0	1	2	0	1	1	3	2	1	6	1	0	2	1	1	2	2	1	0	0	3	0	3	0	0	0	
6	8	11	71	90	7	13	4	9	57	203	172	98	179	19	13	10	10	8	6	4	27	14	56	14	15	42	8	100	11	41	16	34	1	6	57	18	9	3	99	16	70	1	25	17	
9	3	6	41	36	0	14	1	10	29	45	78	46	58	18	9	10	6	1	1	7	22	4	24	4	10	31	13	40	4	36	5	14	5	9	27	4	6	6	25	9	4	3	7	13	
90	60	118	401	399	99	111	50	57	315	455	450	362	441	156	92	79	85	42	45	51	237	73	333	37	72	364	62	408	65	256	56	182	45	93	336	102	46	60	371	135	102	56	84	109	
0	1	1	1	1	2	0	0	0	1	8	6	2	2	4	2	3	1	0	0	0	6	0	4	0	0	4	1	6	0	4	1	1	0	2	0	1	1	0	6	0	4	0	2	0	
2	0	0	4	2	7	0	0	0	1	5	4	3	0	1	0	0	0	0	0	1	4	0	2	0	1	3	0	4	1	1	0	1	0	1	1	2	0	0	2	0	1	0	0	0	
0	0	1	2	1	0	0	0	0	3	1	3	2	5	0	1	0	0	0	0	0	1	0	2	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	
0	0	0	0	1	0	0	0	0	1	7	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	
