"УИК №248"	"УИК №249"	"УИК №250"	"УИК №251"	"УИК №252"	"УИК №253"	"УИК №254"	"УИК №255"	"УИК №256"	"УИК №257"	"УИК №258"	"УИК №259"	"УИК №260"	"УИК №261"	"УИК №262"	"УИК №263"	"УИК №264"	"УИК №265"	"УИК №266"	"УИК №267"	"УИК №268"	"УИК №269"	"УИК №270"	"УИК №271"	"УИК №272"	"УИК №273"	"УИК №274"	"УИК №275"	"УИК №276"	"УИК №277"	"УИК №278"	"УИК №279"	"УИК №280"	"УИК №281"	"УИК №282"	"УИК №283"	"УИК №284"	"УИК №285"	"УИК №286"	"УИК №287"	"УИК №288"	"УИК №289"	"УИК №290"	"УИК №291"	"УИК №292"	"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	"УИК №299"	"УИК №300"	"УИК №895"	
793	1683	1768	1647	1382	1371	1335	1598	1493	1469	1662	1520	1780	1463	1362	1436	1635	1927	1758	1752	1633	1487	1620	1418	1174	1085	1656	1226	1400	1567	1658	1631	1975	1562	1600	1493	1567	1428	1466	1470	1525	1297	1741	1243	1452	1083	1415	1543	1192	1846	1521	1629	1281	222	
700	1700	1800	1700	1400	1400	1300	1600	1500	1500	1600	1500	1800	1400	1300	1400	1600	1900	1700	1700	1600	1500	1600	1400	1200	1100	1600	1200	1300	1500	1600	1600	1900	1600	1600	1500	1500	1400	1400	1500	1500	1300	1700	1200	1300	1000	1400	1500	1200	1800	1500	1500	1200	222	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
505	1074	1186	1007	937	921	934	1050	977	828	977	850	1038	878	848	877	1008	1216	1115	1134	1095	988	1049	904	732	698	1051	731	844	1073	1095	997	1277	980	996	911	1045	927	925	911	965	815	1078	787	1046	714	978	965	755	1158	824	983	796	29	
35	49	32	29	24	28	19	26	31	41	29	35	77	37	33	27	38	39	22	46	17	35	18	45	15	31	31	25	32	28	25	20	20	46	42	24	29	28	49	47	24	57	22	38	26	15	25	25	17	15	30	22	27	193	
160	577	582	664	439	451	347	524	492	631	594	615	685	485	419	496	554	645	563	520	488	477	533	451	453	371	518	444	424	399	480	583	603	574	562	565	426	445	426	542	511	428	600	375	228	271	397	510	428	627	646	495	377	0	
35	49	32	29	24	28	19	26	31	41	29	35	77	37	33	27	38	39	22	46	17	35	18	45	15	31	31	25	32	28	25	20	20	46	42	24	29	28	49	47	24	57	22	38	26	15	25	25	17	15	30	22	27	193	
505	1073	1186	1007	937	919	934	1048	977	828	977	850	1038	878	847	877	1007	1216	1115	1134	1095	988	1046	903	732	698	1051	731	844	1073	1095	996	1277	980	996	911	1045	926	925	910	965	815	1078	786	1046	714	978	964	753	1158	823	982	794	29	
7	14	7	16	10	11	15	9	8	9	5	8	9	11	11	8	18	11	16	9	13	8	14	13	14	7	7	14	10	15	12	10	12	15	17	10	7	7	10	3	14	11	7	6	16	3	20	11	9	17	12	16	10	2	
533	1108	1211	1020	951	936	938	1065	1000	860	1001	877	1106	904	869	896	1027	1244	1121	1171	1099	1015	1050	935	733	722	1075	742	866	1086	1108	1006	1285	1011	1021	925	1067	947	964	954	975	861	1093	818	1056	726	983	978	761	1156	841	988	811	220	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	13	12	11	9	5	11	10	11	5	9	7	9	13	10	12	5	7	12	6	5	7	16	13	4	1	13	6	5	9	12	9	18	9	12	12	12	14	7	12	6	3	8	8	6	6	7	12	5	12	9	3	11	1	
55	146	135	120	106	130	115	134	141	104	128	132	137	146	135	123	164	185	181	169	130	130	137	159	107	79	135	92	130	178	140	139	182	160	132	123	141	130	124	121	117	118	182	122	154	107	136	132	105	143	113	136	93	32	
38	75	88	75	68	65	76	86	82	64	83	78	90	89	67	86	56	79	81	80	87	76	93	76	54	42	89	66	66	86	70	78	99	61	73	75	70	68	68	58	64	61	86	56	58	42	55	71	55	74	58	81	59	16	
403	829	906	756	729	700	692	795	710	652	733	602	820	621	617	634	755	892	798	844	797	725	735	608	515	537	761	529	622	728	810	708	916	719	731	664	780	662	689	697	730	628	748	577	752	493	739	708	553	836	609	681	575	165	
8	13	25	18	18	11	15	13	23	18	15	24	17	16	17	13	23	29	23	31	30	28	25	25	18	23	35	17	15	33	27	27	26	22	30	21	25	26	28	27	30	16	30	24	37	35	21	25	17	42	19	39	31	2	
9	9	10	9	6	5	8	5	6	8	5	5	8	6	3	9	4	13	1	6	6	17	12	14	7	8	9	5	6	9	12	7	7	10	5	5	12	5	5	10	3	6	7	5	1	6	4	2	7	7	6	8	3	1	
10	7	8	8	3	5	9	11	9	1	10	7	7	6	10	6	5	10	9	16	19	9	14	13	9	8	13	12	12	16	14	14	15	8	13	4	10	9	14	11	10	9	7	6	19	16	8	7	8	18	9	15	9	2	
4	16	27	23	12	15	12	11	18	8	18	22	18	7	10	13	15	29	16	19	25	23	18	27	19	24	20	15	10	27	23	24	22	22	25	21	17	33	29	18	15	20	25	20	29	21	13	21	11	24	18	25	30	1	
