"УИК №547"	"УИК №548"	"УИК №549"	"УИК №550"	"УИК №551"	"УИК №552"	"УИК №553"	"УИК №554"	"УИК №555"	"УИК №556"	"УИК №557"	"УИК №558"	"УИК №559"	"УИК №560"	"УИК №561"	"УИК №562"	"УИК №563"	"УИК №564"	"УИК №565"	"УИК №566"	"УИК №567"	"УИК №568"	"УИК №569"	"УИК №570"	"УИК №571"	"УИК №572"	
726	722	718	635	680	680	697	62	106	260	122	144	199	112	333	79	361	455	660	465	569	594	464	126	416	529	
750	680	750	670	710	700	690	60	110	270	120	150	200	130	340	80	380	460	690	470	590	600	470	140	415	565	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
336	375	332	357	387	337	394	33	38	132	67	83	96	67	165	39	201	221	290	204	269	260	226	49	198	251	
33	55	36	36	36	28	16	0	5	19	12	12	6	4	27	12	4	78	45	17	29	28	13	6	22	10	
381	250	382	277	287	335	280	27	67	119	41	55	98	59	148	29	175	161	355	249	292	312	231	85	195	304	
33	55	36	36	36	28	16	0	5	19	12	12	6	4	27	12	4	78	45	17	29	28	13	6	22	10	
336	375	332	357	387	337	394	33	38	132	67	83	96	67	165	39	201	221	290	204	269	260	226	49	198	251	
6	6	3	3	6	4	4	1	0	0	1	0	1	1	0	1	0	4	8	3	2	1	1	1	4	3	
363	424	365	390	417	361	406	32	43	151	78	95	101	70	192	50	205	295	327	218	296	287	238	54	216	258	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	1	1	0	0	2	6	0	0	1	0	0	0	1	2	1	0	2	3	0	1	2	0	1	3	2	
56	49	46	70	59	44	52	4	1	18	8	4	20	18	45	7	28	23	47	41	35	37	28	2	31	24	
39	33	21	26	32	37	35	0	3	10	6	8	11	11	21	3	14	26	32	24	18	23	15	5	24	18	
263	328	292	282	318	272	308	28	38	121	64	82	66	38	120	39	157	240	237	148	231	213	188	45	155	203	
2	6	3	6	4	3	1	0	0	1	0	1	1	0	2	0	0	0	4	0	4	5	3	0	3	5	
0	4	0	2	3	1	2	0	0	0	0	0	1	1	1	0	0	0	2	1	4	3	2	0	0	3	
0	3	0	0	0	1	0	0	1	0	0	0	2	0	1	0	4	2	1	1	2	3	2	0	0	1	
0	0	2	4	1	1	2	0	0	0	0	0	0	1	0	0	2	2	1	3	1	1	0	1	0	2	
