"УИК №321"	"УИК №322"	"УИК №323"	"УИК №324"	"УИК №325"	"УИК №326"	"УИК №327"	"УИК №328"	"УИК №329"	"УИК №330"	"УИК №331"	"УИК №332"	"УИК №333"	"УИК №334"	"УИК №335"	"УИК №336"	"УИК №337"	"УИК №338"	"УИК №339"	"УИК №340"	"УИК №341"	"УИК №342"	"УИК №343"	"УИК №344"	"УИК №345"	"УИК №346"	"УИК №347"	
841	141	1114	1996	2079	1811	833	1595	2639	2651	792	1115	2245	1638	2600	2378	2660	2441	618	530	269	458	366	570	659	73	283	
850	110	1000	2000	2100	1850	800	1600	2600	2700	800	1100	2250	1600	2500	2500	2700	2500	600	550	250	450	350	450	600	73	285	
7	36	0	0	0	0	0	0	0	0	0	0	0	0	56	11	50	6	0	0	0	0	0	116	22	0	0	
473	54	634	1191	1314	1053	546	1052	1653	1705	422	594	1351	958	1393	1051	1411	1114	340	311	176	248	303	187	296	73	283	
32	6	22	38	28	25	6	18	36	29	8	13	18	15	90	29	33	54	50	8	11	23	13	35	33	0	0	
338	14	344	771	758	772	248	530	911	966	370	493	881	627	961	1409	1206	1326	210	231	63	179	34	112	249	0	2	
39	42	22	38	28	25	6	18	36	29	8	13	18	15	146	40	83	60	50	8	11	23	13	151	55	0	0	
473	54	634	1190	1314	1053	546	1052	1653	1705	422	594	1351	955	1393	1051	1411	1114	340	311	176	248	303	187	296	73	283	
6	0	12	25	22	16	13	18	33	25	7	9	26	18	23	25	19	31	8	6	4	2	5	7	2	1	5	
506	96	644	1203	1320	1062	539	1052	1656	1709	423	598	1343	952	1516	1066	1475	1143	382	313	183	269	311	331	349	72	278	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	0	5	10	10	12	9	6	14	17	4	8	7	2	15	4	17	11	4	1	3	1	0	2	1	0	0	
42	1	80	186	177	155	74	155	228	255	61	83	190	147	181	162	169	132	30	42	23	23	9	35	29	2	11	
63	7	75	120	151	111	62	102	184	176	53	70	147	113	148	86	137	146	40	50	34	22	25	60	59	10	71	
381	87	450	835	895	740	376	735	1144	1178	286	410	924	658	1121	776	1095	828	304	213	117	213	274	226	248	60	166	
9	1	16	26	34	19	5	28	41	34	4	16	26	14	31	16	24	11	2	2	2	2	3	3	2	0	23	
1	0	13	14	19	8	6	7	20	22	8	8	18	5	7	10	12	8	0	1	2	0	0	1	4	0	1	
2	0	2	4	14	8	4	10	14	14	2	1	16	11	5	5	12	2	0	3	0	2	0	1	5	0	5	
1	0	3	8	20	9	3	9	11	13	5	2	15	2	8	7	9	5	2	1	2	6	0	3	1	0	1	
