"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	
1215	910	1047	1071	1135	1130	
1285	960	1283	1054	1137	943	
0	0	0	0	0	0	
909	883	1036	907	787	820	
46	27	0	16	11	15	
330	50	247	131	339	108	
46	27	0	16	11	15	
909	883	1036	906	786	820	
18	19	14	16	15	13	
937	891	1022	906	782	822	
0	0	0	0	0	0	
0	0	0	0	0	0	

6	3	1	2	3	4	
27	33	27	49	21	28	
13	12	21	16	11	14	
874	830	951	816	733	762	
7	7	9	14	9	9	
7	5	6	2	1	2	
1	1	6	4	2	2	
2	0	1	3	2	1	
