"УИК №96"	"УИК №97"	"УИК №98"	"УИК №99"	"УИК №100"	"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	
143	2281	2494	134	65	183	433	633	161	149	180	1120	575	449	82	184	151	77	363	547	
100	2200	2300	100	60	200	400	600	150	150	150	1000	500	450	70	150	100	70	300	500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	17	0	0	0	
83	1215	1248	53	40	141	208	346	93	86	94	624	296	215	37	87	62	47	182	296	
8	67	58	3	1	7	13	2	2	2	10	18	20	12	5	4	0	3	15	19	
9	918	994	44	19	52	179	252	55	62	46	358	184	223	28	49	21	20	103	185	
8	67	58	3	1	7	13	2	2	2	10	18	20	12	5	14	17	3	15	19	
83	1214	1248	53	40	141	208	346	93	86	94	624	296	215	37	87	62	47	182	296	
0	5	15	1	0	0	2	3	0	1	1	9	1	4	1	0	0	0	2	2	
91	1276	1291	55	41	148	219	345	95	87	103	633	315	223	41	101	79	50	195	313	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	6	12	0	0	0	1	1	0	1	0	4	4	1	0	1	0	0	1	1	
2	235	248	5	6	38	30	74	4	20	11	123	79	35	1	13	4	14	42	32	
16	97	122	12	5	8	23	25	8	6	4	56	15	33	7	8	10	9	18	19	
73	908	877	38	29	101	158	243	81	56	86	439	213	151	32	77	60	27	131	256	
0	17	14	0	0	0	4	0	0	2	1	5	2	0	1	2	0	0	1	1	
0	7	8	0	0	0	1	1	1	0	1	3	1	0	0	0	3	0	0	2	
0	6	5	0	1	0	1	1	0	1	0	1	1	0	0	0	1	0	2	2	
0	0	5	0	0	1	1	0	1	1	0	2	0	3	0	0	1	0	0	0	
