"УИК №501"	"УИК №504"	"УИК №505"	"УИК №506"	"УИК №507"	"УИК №508"	"УИК №509"	"УИК №510"	"УИК №511"	"УИК №512"	"УИК №513"	"УИК №514"	"УИК №515"	"УИК №516"	"УИК №517"	"УИК №518"	"УИК №519"	"УИК №520"	"УИК №521"	"УИК №522"	"УИК №523"	"УИК №524"	
1906	2040	336	205	336	238	482	348	338	343	361	559	90	646	744	603	298	612	150	148	257	219	
1792	1886	322	174	298	228	423	325	311	311	347	493	87	581	685	568	275	559	133	146	241	204	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1070	1116	176	111	153	95	117	153	146	156	187	340	39	302	463	330	135	358	91	55	135	90	
59	43	27	11	31	31	281	16	46	19	22	31	2	48	15	17	25	16	12	5	22	11	
663	727	119	52	114	102	25	156	119	136	138	122	46	231	207	221	115	185	30	86	84	103	
59	43	27	11	31	31	281	16	46	19	22	31	2	48	15	17	25	16	12	5	22	11	
1070	1116	176	111	153	95	117	153	146	156	187	340	39	302	463	330	135	358	91	55	135	90	
13	12	1	2	0	0	6	1	0	2	2	2	0	3	6	4	0	2	1	0	0	1	
1116	1147	202	120	184	126	392	168	192	173	207	369	41	347	472	343	160	372	102	60	157	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	5	5	0	0	2	2	0	0	1	0	5	0	0	2	1	1	1	0	0	0	0	
262	215	23	16	22	39	40	29	15	32	37	38	1	28	88	60	27	71	16	7	15	15	
110	103	28	9	15	17	43	9	11	8	17	20	6	40	45	39	10	47	7	8	18	7	
702	798	138	92	142	66	279	124	159	128	144	298	33	272	329	235	118	241	76	43	121	73	
11	11	3	0	1	2	18	2	3	0	5	6	0	3	2	4	2	1	2	1	2	0	
8	7	0	0	1	0	3	1	1	1	2	2	1	3	2	2	0	3	1	0	1	1	
6	5	1	0	2	0	2	2	3	2	1	0	0	0	3	2	2	7	0	1	0	2	
7	3	4	3	1	0	5	1	0	1	1	0	0	1	1	0	0	1	0	0	0	2	
