"УИК №672"	"УИК №673"	"УИК №674"	"УИК №675"	"УИК №676"	"УИК №677"	"УИК №678"	"УИК №679"	"УИК №680"	"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	"УИК №686"	"УИК №687"	"УИК №688"	"УИК №689"	"УИК №690"	"УИК №691"	"УИК №692"	"УИК №693"	"УИК №694"	"УИК №695"	"УИК №696"	"УИК №697"	"УИК №698"	"УИК №699"	"УИК №700"	"УИК №701"	
1818	1922	119	789	510	111	1270	88	369	229	105	210	610	897	917	79	152	105	164	551	118	358	541	335	119	314	318	1082	403	135	
1827	1948	125	828	531	105	1326	90	387	239	110	240	624	902	890	95	155	116	175	577	128	384	580	330	140	315	314	1133	434	135	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1070	1165	97	523	344	66	809	51	246	142	75	136	392	506	568	50	83	69	97	376	83	196	292	195	64	185	196	836	247	105	
88	75	7	89	32	16	94	20	52	37	6	24	39	78	82	10	25	6	15	24	7	52	68	57	29	42	43	82	44	6	
669	708	21	216	155	23	423	19	89	60	29	80	193	318	240	35	47	41	63	177	38	136	220	78	47	88	75	215	143	24	
88	75	7	89	32	16	94	20	52	37	6	24	39	78	82	10	25	6	15	24	7	52	68	57	29	42	43	82	44	6	
1070	1165	97	523	344	66	809	51	246	142	75	136	392	506	568	50	83	69	97	376	83	196	292	195	64	185	196	836	247	105	
9	13	1	4	2	1	6	1	3	1	0	2	0	11	2	0	0	0	0	7	0	2	1	0	0	0	1	4	1	0	
1149	1227	103	608	374	81	897	70	295	178	81	158	431	573	648	60	108	75	112	393	90	246	359	252	93	227	238	914	290	111	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	5	0	1	0	0	3	0	0	2	0	0	1	1	5	0	2	0	0	1	1	3	9	1	0	0	3	5	0	0	
232	247	16	95	82	8	101	5	30	18	6	15	80	101	90	16	28	4	15	88	8	95	79	53	18	30	15	175	77	5	
45	83	6	48	26	12	61	4	18	19	5	10	25	50	29	4	8	2	6	32	11	23	27	11	7	7	15	62	15	6	
847	860	78	454	260	59	720	61	243	137	68	133	320	407	512	39	70	69	88	264	69	120	232	184	66	184	205	657	197	100	
9	11	1	2	2	0	2	0	2	1	0	0	2	4	6	1	0	0	0	0	0	3	2	1	1	1	0	3	0	0	
6	8	2	5	2	1	5	0	1	0	1	0	1	6	5	0	0	0	3	7	0	2	8	0	0	3	0	7	1	0	
5	6	0	2	2	1	3	0	1	0	1	0	1	3	1	0	0	0	0	0	0	0	2	2	1	2	0	2	0	0	
1	7	0	1	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	
