"УИК №180"	"УИК №181"	"УИК №182"	"УИК №183"	"УИК №184"	"УИК №185"	"УИК №186"	"УИК №188"	"УИК №189"	"УИК №190"	"УИК №191"	"УИК №192"	"УИК №193"	"УИК №194"	"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №199"	"УИК №200"	"УИК №201"	"УИК №202"	"УИК №203"	
2281	1585	1464	113	523	136	95	1466	101	312	94	165	160	471	419	291	533	134	166	120	218	349	418	
2300	1550	1500	100	530	120	90	1500	110	300	90	170	160	460	400	290	570	120	140	110	210	360	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1335	887	602	59	220	53	35	696	50	121	55	86	108	200	208	61	290	65	70	53	109	144	184	
99	101	113	8	121	44	32	128	12	58	16	34	13	97	120	123	66	16	44	17	29	69	74	
866	562	785	33	189	23	23	676	48	121	19	50	39	163	72	106	214	39	26	40	72	147	142	
99	101	113	8	121	44	32	128	12	58	16	34	13	97	120	123	66	16	44	17	29	69	74	
1335	887	602	58	220	53	35	696	50	121	55	86	108	200	208	61	290	65	70	53	109	144	184	
9	5	7	1	1	1	0	6	0	1	0	0	0	3	1	0	5	0	0	0	0	2	1	
1425	983	708	65	340	96	67	818	62	178	71	120	121	294	327	184	351	81	114	70	138	211	257	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	7	6	0	3	2	0	6	0	3	0	1	0	2	0	1	1	0	1	0	0	2	0	
185	99	52	3	22	2	3	42	4	20	2	4	4	20	19	17	25	17	6	17	11	19	25	
153	106	91	6	25	12	6	95	15	24	13	9	13	20	42	31	41	6	10	5	9	24	29	
1031	745	541	55	283	78	54	650	40	125	54	105	104	245	249	129	277	57	95	46	115	158	192	
21	8	7	0	3	2	4	4	1	0	1	1	0	4	5	2	0	0	1	1	2	3	3	
9	3	4	0	1	0	0	6	1	3	1	0	0	2	7	3	7	1	1	1	0	2	1	
12	9	5	1	0	0	0	5	0	0	0	0	0	1	4	1	0	0	0	0	1	2	5	
3	6	2	0	3	0	0	10	1	3	0	0	0	0	1	0	0	0	0	0	0	1	2	
