"УИК №2401"	"УИК №2402"	"УИК №2403"	"УИК №2404"	"УИК №2405"	"УИК №2406"	"УИК №2407"	"УИК №2408"	"УИК №2409"	"УИК №2410"	"УИК №2411"	"УИК №2412"	"УИК №2413"	"УИК №2414"	"УИК №2415"	"УИК №2416"	"УИК №2417"	"УИК №2418"	"УИК №2419"	"УИК №2420"	"УИК №2421"	"УИК №2422"	"УИК №2423"	"УИК №2424"	"УИК №2425"	"УИК №2426"	"УИК №2427"	"УИК №2428"	"УИК №2429"	"УИК №2430"	"УИК №2431"	"УИК №2432"	"УИК №2433"	"УИК №2434"	
192	772	86	577	505	498	582	194	175	134	175	628	139	319	145	286	152	576	124	244	86	262	227	382	150	505	867	698	1440	1892	1349	993	1527	218	
240	1179	95	617	594	533	694	201	186	189	210	710	141	359	154	338	263	732	144	295	99	347	269	498	185	618	1018	810	1428	1958	1498	1116	1609	223	
0	2	0	32	4	9	49	0	0	28	0	0	0	0	17	0	17	0	0	0	0	43	0	37	29	11	0	0	0	0	0	0	0	0	
165	552	53	267	250	252	294	87	82	58	120	319	91	221	96	175	122	334	91	134	59	166	148	218	81	283	477	361	721	945	794	509	757	117	
7	71	11	34	51	33	19	24	11	9	9	26	9	0	4	35	10	67	12	12	14	22	17	30	10	26	24	29	33	69	137	38	47	25	
68	554	31	284	289	239	332	90	93	94	81	365	41	138	37	128	114	331	41	149	26	116	104	213	65	298	517	420	674	944	567	569	805	81	
7	73	11	66	55	42	68	24	11	37	9	26	9	0	21	35	27	67	12	12	14	65	17	67	39	37	24	29	33	69	137	38	47	25	
165	552	53	267	250	252	294	87	82	58	120	319	91	221	96	175	122	334	91	134	59	166	148	218	81	283	477	361	721	945	794	509	757	117	
1	4	0	1	5	0	3	0	1	0	1	4	1	2	1	4	0	2	0	0	1	1	1	2	0	3	0	7	10	5	7	5	5	1	
171	621	64	332	300	294	359	111	92	95	128	341	99	219	116	206	149	399	103	146	72	230	164	283	120	317	501	383	744	1009	924	542	799	141	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	1	7	4	1	0	0	1	1	1	0	2	1	0	1	1	0	1	1	2	1	2	0	5	1	1	2	5	9	0	3	1	
18	58	8	14	17	40	28	3	0	9	4	58	2	13	4	5	14	24	3	7	5	11	19	40	4	49	66	65	141	145	143	69	107	12	
23	65	7	22	19	20	24	13	9	6	12	33	5	13	23	13	7	44	20	16	12	30	33	19	7	34	80	42	72	112	57	65	63	15	
129	486	48	292	249	230	300	93	81	78	111	244	91	186	86	185	127	321	78	119	53	187	110	219	109	223	344	271	520	731	701	396	615	109	
1	3	0	1	1	0	1	0	1	1	0	2	0	1	0	2	0	4	2	1	1	0	0	1	0	0	2	2	5	4	6	6	5	0	
0	3	1	0	5	0	4	2	0	0	0	2	0	0	2	1	0	1	0	2	0	0	1	0	0	2	2	2	1	4	3	3	4	2	
0	5	0	2	1	0	1	0	0	0	0	1	1	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	6	4	1	2	2	
0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	3	6	0	2	2	1	2	0	0	
