"УИК №1189"	"УИК №1190"	"УИК №1191"	"УИК №1192"	"УИК №1193"	"УИК №1194"	"УИК №1195"	"УИК №1196"	"УИК №1197"	"УИК №1198"	"УИК №1199"	"УИК №1200"	"УИК №1201"	"УИК №1202"	"УИК №1203"	"УИК №1204"	"УИК №1205"	"УИК №1206"	"УИК №1207"	"УИК №1208"	"УИК №1209"	"УИК №1210"	"УИК №1211"	"УИК №1212"	"УИК №1213"	
209	462	440	192	645	646	280	157	376	372	411	400	849	894	968	652	707	777	516	889	111	287	222	295	632	
200	460	450	200	670	640	290	160	400	390	460	430	890	930	950	650	740	780	490	900	100	300	250	310	660	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148	373	320	68	317	318	178	80	275	236	205	247	563	515	503	406	402	436	273	524	86	229	131	240	332	
27	30	52	52	83	71	19	10	70	38	83	77	100	50	54	56	84	54	91	70	14	35	25	28	71	
25	57	78	80	270	251	93	70	55	116	172	106	227	365	393	188	254	290	126	306	0	36	94	42	257	
27	30	52	52	83	71	19	10	70	38	83	77	100	50	54	56	84	54	91	70	14	35	25	28	71	
148	373	320	68	317	318	178	80	275	236	205	247	563	515	503	406	402	436	273	524	86	229	131	240	332	
0	1	4	0	6	4	1	1	1	5	2	0	8	3	8	7	9	2	4	8	1	0	0	0	5	
175	402	368	120	394	385	196	89	344	269	286	324	655	562	549	455	477	488	360	586	99	264	156	268	398	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	3	0	2	1	1	1	2	0	2	1	1	4	4	1	1	4	1	3	0	1	1	1	2	
30	63	24	20	73	41	29	5	30	24	36	49	121	88	84	86	89	109	40	61	6	37	20	20	39	
17	13	25	8	20	25	8	4	14	9	16	14	44	31	31	28	30	29	20	34	4	2	16	4	21	
123	322	307	88	295	304	154	78	293	232	220	254	475	427	414	325	348	329	293	479	88	221	115	242	331	
1	3	5	4	3	7	2	1	2	2	6	2	4	4	3	6	3	7	2	4	0	2	0	1	4	
1	0	3	0	1	4	0	0	1	2	2	2	3	2	8	5	2	4	0	2	0	1	3	0	0	
1	1	1	0	0	3	0	0	1	0	2	1	3	3	3	1	2	1	3	2	0	0	1	0	0	
2	0	0	0	0	0	2	0	1	0	2	1	4	3	2	3	2	5	1	1	1	0	0	0	1	
