"УИК №1774"	"УИК №1775"	"УИК №1776"	"УИК №1777"	"УИК №1778"	"УИК №1779"	"УИК №1780"	"УИК №1781"	"УИК №1782"	"УИК №1783"	"УИК №1784"	"УИК №1785"	"УИК №1786"	"УИК №1787"	"УИК №1788"	"УИК №1789"	"УИК №1790"	"УИК №1791"	"УИК №1792"	"УИК №1793"	"УИК №1794"	"УИК №1795"	"УИК №1796"	"УИК №1797"	"УИК №1798"	
2073	2506	2238	1745	1434	2060	1216	1525	2056	2169	2265	2661	2016	1772	2062	2208	1604	1506	2637	2910	2026	1937	1262	2024	698	
2000	1800	2000	1600	1200	1800	1000	1100	2000	1800	2000	2200	1800	1637	2000	2000	1500	1200	2000	2200	2000	1800	1000	1800	698	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
916	1496	1197	1069	883	1421	679	1070	1458	997	1275	1982	1174	1018	1358	1044	721	926	1639	1887	1294	993	619	1017	698	
142	108	132	146	101	164	118	26	104	246	50	189	90	44	133	80	165	34	316	142	115	170	148	106	0	
942	196	671	385	216	215	203	3	438	557	675	29	536	575	509	876	614	240	45	171	591	637	233	677	0	
142	108	132	146	101	164	118	26	104	246	50	189	90	44	133	80	165	34	316	142	115	170	148	106	0	
913	1496	1197	1065	883	1421	679	1044	1458	997	1275	1982	1174	1018	1358	1044	721	925	1639	1887	1294	993	619	1014	698	
11	24	4	14	3	6	6	3	0	4	25	6	15	10	14	14	1	11	24	18	4	0	3	5	11	
1044	1580	1325	1197	981	1579	791	1067	1562	1239	1300	2165	1249	1052	1477	1110	885	948	1931	2011	1405	1163	764	1115	687	
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	5	4	5	6	15	6	8	8	12	14	9	9	12	17	8	0	8	8	19	5	5	7	13	4	
143	167	186	143	120	141	77	111	282	107	156	88	129	115	169	153	79	172	178	252	281	172	71	127	36	
53	63	79	57	42	22	28	90	86	38	48	50	41	25	50	62	39	47	58	73	13	58	24	59	40	
750	1209	1011	895	747	1296	627	757	1125	1011	951	1954	979	801	1135	781	747	661	1611	1488	1069	892	630	855	570	
38	67	19	43	22	45	23	56	16	24	62	34	47	43	43	47	5	29	21	78	2	12	11	28	13	
9	12	6	8	14	5	2	11	6	12	8	11	4	8	11	4	1	6	9	11	6	6	5	6	5	
18	26	7	13	9	21	6	18	21	13	40	6	15	18	24	26	3	10	14	36	19	6	5	11	16	
26	31	13	33	21	34	22	16	18	22	21	13	25	30	28	29	11	15	32	54	10	12	11	16	3	
