"УИК №1601"	"УИК №1602"	"УИК №1603"	"УИК №1604"	"УИК №1605"	"УИК №1606"	"УИК №1607"	"УИК №1608"	"УИК №1609"	"УИК №1610"	"УИК №1611"	"УИК №1612"	"УИК №1613"	"УИК №1614"	"УИК №1615"	"УИК №1616"	"УИК №1617"	"УИК №1618"	"УИК №1619"	"УИК №1620"	"УИК №1621"	"УИК №1622"	"УИК №1623"	
397	188	745	634	682	1198	1359	173	157	559	257	400	218	223	225	287	671	89	156	119	257	597	301	
435	193	772	653	652	1257	1412	190	162	580	290	428	222	258	237	294	693	110	169	129	277	652	342	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
264	128	476	432	414	797	919	124	111	410	197	269	152	144	168	214	448	72	127	98	202	400	217	
16	16	15	23	43	29	31	10	4	10	16	15	5	26	7	11	37	0	5	4	25	57	18	
155	49	281	198	195	431	462	56	47	160	77	144	65	88	62	69	208	38	37	27	50	195	107	
16	16	15	23	43	29	31	10	4	10	16	15	5	26	7	11	37	0	5	4	25	57	18	
264	128	476	432	414	797	919	124	111	410	197	269	152	144	168	214	448	72	127	98	202	400	217	
3	0	5	3	3	12	7	2	1	3	3	4	1	2	0	4	6	0	0	0	1	5	0	
277	144	486	452	454	814	943	132	114	417	210	280	156	168	175	221	479	72	132	102	226	452	235	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	2	1	4	1	8	7	1	0	2	1	1	2	1	3	2	1	0	0	0	0	2	1	
35	14	50	73	48	118	138	5	12	44	24	21	24	6	20	22	35	8	9	4	10	51	34	
23	19	39	42	29	70	77	5	11	22	11	24	12	17	12	27	39	9	14	9	19	33	21	
211	108	380	318	368	596	693	121	88	342	169	226	116	143	137	164	397	54	109	89	191	364	174	
2	0	5	6	2	8	10	0	2	2	1	0	1	1	1	1	3	0	0	0	2	0	0	
2	0	5	4	0	5	8	0	1	2	1	3	1	0	2	2	0	0	0	0	3	1	4	
0	1	4	4	2	7	6	0	0	2	3	4	0	0	0	3	3	1	0	0	1	0	1	
0	0	2	1	4	2	4	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	
