"УИК №2101"	"УИК №2102"	"УИК №2103"	"УИК №2104"	"УИК №2105"	"УИК №2106"	"УИК №2107"	"УИК №2108"	"УИК №2109"	"УИК №2110"	"УИК №2111"	"УИК №2112"	"УИК №2113"	"УИК №2114"	"УИК №2115"	"УИК №2116"	"УИК №2117"	"УИК №2118"	"УИК №2119"	"УИК №2120"	"УИК №2121"	"УИК №2122"	"УИК №2123"	"УИК №2124"	"УИК №2125"	"УИК №2126"	"УИК №2127"	"УИК №2128"	"УИК №2129"	"УИК №2130"	"УИК №2131"	"УИК №2132"	"УИК №2133"	"УИК №2134"	"УИК №2135"	"УИК №2136"	"УИК №2137"	"УИК №2138"	"УИК №2139"	
1184	1884	1957	1973	1957	1607	1900	1895	2211	2056	1844	2064	2647	2077	1716	2419	2130	2273	2198	2052	2032	1985	2204	2032	2569	1354	1790	1907	1915	1638	1122	1921	1486	1866	2149	2225	1829	2095	126	
850	1500	1650	1650	1700	1350	1550	1550	1900	1500	1550	1750	2450	1750	1400	2000	1850	2150	1950	1750	1750	1650	1850	1650	2200	1100	1500	1650	1650	1300	900	1650	1200	1500	1800	1850	1500	1800	200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
701	1197	1236	1271	1175	1002	1140	1224	1437	1396	1190	1163	1656	1191	949	1488	1422	1488	1259	1266	1294	1305	1374	1349	1608	936	1080	1160	1246	902	704	1308	964	1234	1357	1397	1171	1222	79	
33	53	79	75	70	85	76	62	59	63	94	84	112	128	96	56	109	28	92	66	75	46	92	53	96	44	76	100	47	186	28	45	52	53	79	65	60	88	41	
116	250	335	304	455	263	334	264	404	41	266	503	682	431	355	456	319	634	599	418	381	299	384	248	496	120	344	390	357	212	168	297	184	213	364	388	269	490	80	
33	53	79	75	70	85	76	62	59	63	94	84	112	128	96	56	109	28	92	66	75	46	92	53	96	44	76	100	47	186	28	45	52	53	79	65	60	88	41	
701	1195	1236	1271	1175	1002	1140	1224	1437	1396	1190	1163	1656	1191	949	1488	1422	1488	1259	1264	1294	1305	1374	1349	1608	936	1078	1159	1246	901	704	1308	964	1230	1357	1397	1171	1222	79	
11	13	16	12	18	13	12	0	9	14	17	6	11	12	10	17	19	10	10	15	16	13	17	24	18	10	14	15	17	10	5	22	39	10	22	23	9	7	0	
723	1235	1299	1334	1227	1074	1204	1286	1487	1445	1267	1241	1757	1307	1035	1527	1512	1506	1341	1315	1353	1338	1449	1378	1686	970	1140	1244	1276	1077	727	1331	977	1273	1414	1439	1222	1303	120	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	13	8	7	22	11	6	10	16	20	10	5	12	14	12	11	15	7	7	10	13	10	16	13	14	8	11	11	9	5	5	10	12	18	21	7	10	19	0	
53	133	115	111	113	85	101	131	136	134	90	131	160	118	86	141	85	145	139	113	129	124	128	117	168	96	114	102	119	80	58	118	84	130	120	146	97	102	9	
55	64	80	61	62	48	72	67	83	87	80	82	104	88	70	108	75	124	65	94	71	99	84	72	114	54	74	83	70	61	43	76	49	73	81	91	95	85	9	
573	962	1017	1066	957	877	958	1008	1178	1123	1049	962	1417	1032	822	1200	1264	1146	1069	1024	1064	1028	1139	1094	1293	757	895	982	1016	903	570	1050	781	991	1124	1098	961	1019	94	
20	18	38	41	20	19	26	17	28	33	8	33	30	25	21	28	31	39	28	19	28	30	32	30	46	24	16	26	24	13	21	30	17	28	28	39	23	20	7	
3	8	8	11	6	8	8	16	18	6	5	6	4	8	3	11	14	5	6	8	10	9	13	13	7	4	7	11	7	2	5	8	9	8	9	8	12	21	0	
7	10	10	13	9	9	9	9	10	11	15	7	14	16	7	15	12	17	17	19	15	12	12	10	14	5	10	8	6	7	12	12	8	14	14	24	15	15	0	
8	27	23	24	38	17	24	28	18	31	10	15	16	6	14	13	16	23	10	28	23	26	25	29	30	22	13	21	25	6	13	27	17	11	17	26	9	22	1	
