"УИК №2078"	"УИК №2079"	"УИК №2080"	"УИК №2081"	"УИК №2082"	"УИК №2083"	"УИК №2084"	"УИК №2085"	"УИК №2086"	"УИК №2087"	"УИК №2088"	"УИК №2089"	"УИК №2090"	"УИК №2091"	"УИК №2092"	"УИК №2093"	"УИК №2094"	"УИК №2095"	"УИК №2096"	"УИК №2097"	"УИК №2098"	"УИК №2099"	"УИК №2100"	"УИК №2101"	"УИК №2102"	"УИК №2103"	"УИК №2104"	"УИК №2105"	"УИК №2106"	"УИК №2107"	"УИК №2108"	"УИК №2109"	"УИК №2110"	"УИК №2111"	"УИК №2112"	"УИК №2113"	"УИК №2114"	"УИК №2115"	"УИК №2116"	"УИК №2117"	"УИК №3736"	
2282	2316	2137	2257	2444	2327	2071	1896	2355	2597	2599	2964	1975	2432	2201	2074	2159	2005	1757	2231	2479	2483	2710	1740	2314	2012	2243	1886	2234	2298	2472	2047	2525	3232	1906	1673	2038	2843	2085	2673	369	
1950	2100	1850	2000	2150	2100	1850	1650	1850	2150	2300	2550	1700	2200	1900	1850	1900	1800	1550	2000	1850	2250	1950	1400	2100	1800	2000	1650	1900	2000	2100	1550	2200	2450	1450	1500	1750	2550	1800	2400	350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1355	1282	1245	1540	1340	1384	1378	1048	1354	1318	1443	1844	1323	1657	1288	1086	1092	1165	911	1204	1514	1370	1760	1273	1268	986	1172	1052	1595	1237	1387	1170	1424	2098	1141	1064	1058	1618	1380	1659	298	
46	79	41	49	55	54	30	43	63	69	53	17	15	15	76	69	115	60	58	41	63	44	59	28	61	36	50	29	47	40	44	29	19	24	23	7	30	38	24	20	0	
549	739	564	411	755	662	442	559	433	763	804	689	362	528	536	695	693	575	581	755	273	836	131	99	771	778	778	569	258	722	669	351	757	328	286	429	662	894	396	721	52	
46	79	41	49	55	54	30	43	63	69	53	17	15	15	76	69	115	60	58	41	63	44	59	28	61	36	50	29	47	40	44	29	19	24	23	7	30	38	24	20	0	
1355	1282	1245	1534	1340	1384	1378	1048	1353	1318	1442	1844	1323	1657	1288	1086	1092	1165	911	1204	1514	1370	1756	1273	1266	986	1170	1052	1595	1236	1384	1168	1424	2096	1139	1064	1058	1618	1377	1659	298	
15	16	14	16	21	14	17	12	19	12	16	15	19	10	11	15	7	23	11	0	4	15	35	12	9	9	15	12	14	11	18	12	11	13	10	0	15	14	16	17	8	
1386	1345	1272	1567	1374	1424	1391	1079	1397	1375	1479	1846	1319	1662	1353	1140	1200	1202	958	1245	1573	1399	1780	1289	1318	1013	1205	1069	1628	1265	1410	1185	1432	2107	1152	1071	1073	1642	1385	1662	290	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

16	17	11	11	10	9	32	1	13	13	20	21	25	17	11	7	10	11	2	14	9	12	16	15	3	7	6	8	13	11	17	7	5	23	13	5	3	27	11	15	0	
144	159	157	122	150	174	71	68	161	176	190	267	234	259	157	130	147	144	77	172	185	169	183	108	178	106	111	81	176	142	172	146	192	264	175	112	133	234	178	242	19	
69	43	75	206	63	74	88	133	65	77	78	63	46	59	137	72	55	53	41	64	241	65	80	45	70	42	57	44	86	78	76	54	61	86	48	35	87	60	75	62	27	
1024	1010	915	1135	1043	1066	1047	806	1042	1007	1069	1345	900	1210	974	847	916	923	770	895	1061	1030	1421	1042	966	774	911	879	1251	934	1054	876	1081	1572	851	885	796	1195	1034	1217	219	
51	46	49	35	48	37	53	13	48	35	55	61	54	46	13	36	24	31	17	41	24	48	27	27	33	40	58	25	41	33	35	41	39	77	31	17	26	61	34	44	19	
14	15	13	11	12	13	27	9	11	6	8	8	12	15	10	8	9	9	3	9	9	15	10	13	14	8	8	9	17	7	5	12	8	13	6	4	6	8	13	16	1	
35	18	21	12	16	20	32	12	23	13	16	33	17	20	12	14	11	8	16	14	16	24	13	9	17	9	14	7	11	26	18	20	19	36	5	2	11	16	14	28	2	
33	37	31	35	32	31	41	37	34	48	43	48	31	36	39	26	28	23	32	36	28	36	30	30	37	27	40	16	33	34	33	29	27	36	23	11	11	41	26	38	3	
