"УИК №601"	"УИК №602"	"УИК №603"	"УИК №604"	"УИК №605"	"УИК №606"	"УИК №607"	"УИК №608"	"УИК №609"	"УИК №610"	"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	
437	294	454	339	349	173	306	417	353	97	377	390	724	498	197	60	307	421	131	674	632	454	256	798	867	1914	1736	923	
400	300	400	300	300	150	300	400	350	90	350	350	700	500	200	60	270	400	130	650	600	450	250	700	800	1600	1400	900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
288	209	179	181	216	87	208	283	237	38	296	284	575	308	158	40	170	281	74	488	478	311	127	461	623	1087	1043	495	
112	67	169	101	83	57	38	94	82	52	47	66	95	89	31	12	86	80	37	85	89	93	99	198	134	149	122	151	
0	24	52	18	1	6	54	23	31	0	7	0	30	103	11	8	14	39	19	77	33	46	24	41	43	364	235	254	
112	67	169	101	83	57	38	94	82	52	47	66	95	89	31	12	86	80	37	85	89	93	99	198	134	149	122	151	
288	209	179	181	216	87	208	283	237	38	296	284	575	308	158	40	170	281	74	488	478	311	127	461	623	1086	1043	495	
0	0	2	1	6	2	1	6	0	0	0	0	0	3	0	0	1	0	6	3	8	0	0	1	3	11	15	4	
400	276	346	281	293	142	245	371	319	90	343	350	670	394	189	52	255	361	105	570	559	404	226	658	754	1224	1150	642	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	1	2	2	2	2	0	5	0	0	3	2	4	1	1	0	2	2	0	1	4	3	1	0	1	7	6	2	
4	2	43	10	19	5	10	13	16	0	16	14	24	27	9	4	8	18	10	39	37	33	14	44	26	131	128	59	
4	5	12	14	4	5	12	21	6	0	27	11	21	19	8	2	8	26	5	15	16	22	8	40	18	61	64	40	
390	268	284	253	267	126	216	330	295	90	291	323	617	343	167	46	234	312	90	509	496	344	200	566	707	1006	926	528	
0	0	1	1	1	2	3	0	1	0	1	0	2	3	1	0	0	0	0	1	1	1	2	4	1	4	3	5	
0	0	2	0	0	1	4	0	0	0	2	0	0	1	3	0	1	3	0	5	2	0	0	0	1	7	12	7	
1	0	2	0	0	1	0	2	1	0	2	0	2	0	0	0	1	0	0	0	0	1	0	1	0	6	1	1	
0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	1	3	0	2	10	0	
