"УИК №253"	"УИК №254"	"УИК №255"	"УИК №256"	"УИК №257"	"УИК №258"	"УИК №259"	"УИК №260"	"УИК №262"	"УИК №263"	"УИК №264"	"УИК №265"	"УИК №266"	"УИК №267"	"УИК №268"	"УИК №269"	"УИК №270"	"УИК №271"	"УИК №272"	"УИК №273"	"УИК №274"	"УИК №275"	
280	191	218	106	215	84	449	353	224	248	494	428	295	104	180	155	373	436	301	101	2315	2606	
275	186	239	101	220	80	433	353	184	248	503	445	287	113	173	164	390	423	327	95	2371	2672	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
154	139	156	41	153	65	239	133	126	121	339	232	135	77	123	119	266	303	182	71	1303	1527	
92	13	34	3	29	5	92	184	27	59	72	57	64	18	41	25	52	91	72	22	93	81	
29	34	49	57	38	10	102	36	31	68	92	156	88	18	9	20	72	29	73	2	975	1064	
92	13	34	3	29	5	92	184	27	59	72	57	64	18	41	25	52	91	72	22	93	81	
154	139	156	41	153	65	239	133	126	121	339	232	135	77	123	119	266	303	182	71	1303	1527	
0	2	2	0	1	2	3	0	2	2	1	4	2	0	0	3	1	4	1	0	22	29	
246	150	188	44	181	68	328	317	151	178	410	285	197	95	164	141	317	390	253	93	1374	1579	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	1	2	0	0	0	4	1	1	2	3	1	1	0	0	0	2	1	3	0	12	13	
18	35	36	3	17	16	31	50	17	21	73	43	20	22	32	26	27	60	22	23	324	337	
6	10	3	3	15	3	24	13	7	17	22	27	17	2	4	10	6	22	20	2	82	116	
217	101	143	38	147	47	265	248	121	132	294	203	157	70	127	104	278	306	205	68	927	1075	
0	2	0	0	1	1	0	4	1	4	8	5	1	0	0	0	1	0	0	0	9	14	
2	0	2	0	1	1	3	1	1	1	5	2	1	0	1	0	1	0	1	0	10	12	
0	1	1	0	0	0	1	0	1	1	3	3	0	1	0	1	2	0	1	0	5	7	
0	0	1	0	0	0	0	0	2	0	2	1	0	0	0	0	0	1	1	0	5	5	
