"УИК №2296"	"УИК №2297"	"УИК №2298"	"УИК №2299"	"УИК №2300"	"УИК №2301"	"УИК №2302"	"УИК №2303"	"УИК №2304"	"УИК №2305"	"УИК №2306"	"УИК №2307"	"УИК №2308"	"УИК №2309"	"УИК №2310"	"УИК №2311"	"УИК №2312"	"УИК №2313"	"УИК №2314"	"УИК №2315"	"УИК №2316"	"УИК №2317"	"УИК №2318"	"УИК №2319"	"УИК №2320"	"УИК №2321"	"УИК №2322"	
307	434	379	270	348	171	607	488	90	97	438	125	395	805	709	1160	730	499	95	474	530	105	311	570	405	396	228	
308	443	395	271	360	180	624	498	95	99	456	126	397	805	715	1178	740	507	104	501	542	128	337	574	415	402	237	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
274	371	326	248	302	137	537	442	71	92	410	118	376	698	654	924	701	424	88	445	497	95	285	503	369	383	211	
26	31	34	6	31	16	35	34	7	2	16	4	8	82	10	42	11	28	0	20	9	4	17	22	30	12	12	
8	41	35	17	27	27	52	22	17	5	30	4	13	25	51	212	28	55	16	36	36	29	35	49	16	7	14	
26	31	34	6	31	16	35	34	7	2	16	4	8	82	10	42	11	28	0	20	9	4	17	22	30	12	12	
274	371	326	248	302	137	537	442	71	92	410	118	376	698	654	924	701	424	88	445	497	95	285	503	369	383	211	
0	0	0	10	0	0	5	1	0	0	0	0	0	7	6	1	0	0	0	0	0	0	0	0	0	0	0	
300	402	360	244	333	153	567	475	78	94	426	122	384	773	658	965	712	452	88	465	506	99	302	525	399	395	223	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	1	0	0	1	2	3	0	2	0	0	0	4	2	7	0	1	0	0	0	0	0	1	0	0	3	
17	6	29	12	27	13	39	17	8	9	14	4	10	13	79	43	33	17	4	17	34	5	12	18	25	17	26	
3	0	19	8	8	6	2	11	1	6	13	2	8	2	13	33	15	9	0	5	8	4	7	12	3	2	0	
276	396	306	223	293	132	518	441	69	76	397	114	362	728	558	867	654	418	82	440	456	90	278	486	364	372	194	
3	0	4	0	2	0	2	2	0	0	1	2	2	6	5	2	2	2	0	1	6	0	3	5	5	2	0	
0	0	1	0	1	0	3	1	0	0	0	0	0	9	0	6	5	1	2	2	0	0	2	1	2	0	0	
0	0	0	0	1	0	1	0	0	1	0	0	2	8	1	3	3	2	0	0	2	0	0	2	0	1	0	
1	0	0	1	1	1	0	0	0	0	1	0	0	3	0	4	0	2	0	0	0	0	0	0	0	1	0	
