"УИК №3065"	"УИК №3066"	"УИК №3067"	"УИК №3068"	"УИК №3069"	"УИК №3070"	"УИК №3071"	"УИК №3072"	"УИК №3073"	"УИК №3074"	"УИК №3075"	"УИК №3076"	"УИК №3077"	"УИК №3078"	"УИК №3079"	"УИК №3080"	"УИК №3081"	"УИК №3082"	"УИК №3083"	"УИК №3084"	"УИК №3085"	"УИК №3086"	"УИК №3087"	"УИК №3088"	"УИК №3089"	"УИК №3090"	"УИК №3091"	"УИК №3092"	"УИК №3093"	"УИК №3094"	"УИК №3095"	"УИК №3096"	"УИК №3097"	"УИК №3098"	"УИК №3099"	"УИК №3100"	"УИК №3101"	"УИК №3102"	"УИК №3103"	"УИК №3104"	"УИК №3105"	"УИК №3106"	"УИК №3107"	"УИК №3108"	"УИК №3109"	"УИК №3110"	"УИК №3424"	"УИК №3777"	"УИК №3778"	"УИК №3779"	
2215	2138	3001	2259	2299	3072	1485	2686	2641	2351	1999	2035	2036	2167	1953	1662	2030	2005	1929	2055	1952	1986	2288	2556	2191	1969	2066	2292	1994	2327	2073	2296	1864	2309	1821	1961	2040	1186	2020	1972	2057	2169	2256	2030	1550	895	384	1016	196	776	
1900	1900	2600	2100	2000	2500	1200	2200	2100	1900	1700	1700	1700	1900	1700	1400	1800	1700	1700	1800	1700	1700	2000	2200	1900	1700	1700	1900	1800	2000	1800	2000	1600	2000	1500	1700	1800	1000	1800	1700	1700	1800	1900	1800	1300	650	350	1050	200	1200	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1433	1219	1695	1133	1210	1818	859	1419	1450	1412	1102	1122	1057	1214	1014	922	1178	1133	1124	1136	995	1161	1200	1429	1205	1088	1284	1377	1165	1287	1007	1182	994	1218	1026	1093	1135	691	1116	1153	1183	1243	1181	1181	857	503	211	1016	182	611	
14	30	62	38	52	47	29	37	31	58	48	63	47	49	28	67	46	65	35	29	55	46	44	59	58	57	34	28	47	60	29	41	42	51	32	50	28	28	56	43	35	27	34	35	28	4	12	0	0	160	
453	651	843	929	738	635	312	744	619	430	550	515	596	637	658	411	576	502	541	635	650	493	756	712	637	555	382	495	588	653	764	777	564	731	442	557	637	281	628	504	482	530	685	584	415	143	127	34	18	429	
14	30	62	38	52	47	29	37	31	58	48	63	47	49	28	67	46	65	35	29	55	46	44	59	58	57	34	28	47	16	29	41	42	51	32	50	28	28	55	43	35	27	34	35	28	4	12	0	0	160	
1433	1212	1691	1130	1210	1813	859	1419	1450	1410	1102	1119	1057	1212	1012	921	1178	1133	1122	1134	992	1161	1195	1426	1204	1088	1283	1375	1161	1286	1004	1180	992	1218	1026	1091	1135	691	1114	1153	1183	1241	1180	1178	853	502	211	1016	182	611	
15	14	20	16	16	33	19	19	14	20	10	12	7	16	7	7	14	16	15	9	9	20	15	15	15	10	12	21	12	22	8	20	9	14	10	16	15	5	17	14	29	14	6	18	6	9	1	79	5	23	
1432	1228	1733	1152	1246	1827	869	1437	1467	1448	1140	1170	1097	1245	1033	981	1210	1182	1142	1154	1038	1187	1224	1470	1247	1135	1305	1382	1196	1280	1025	1201	1025	1255	1048	1125	1148	714	1152	1182	1189	1254	1208	1195	875	497	222	937	177	748	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	13	18	16	14	12	4	10	11	16	14	12	6	12	11	13	8	16	11	20	11	16	8	13	20	17	15	13	17	13	13	12	7	14	21	19	11	5	18	11	13	15	17	11	12	3	1	6	0	7	
208	162	186	130	147	253	103	177	156	207	146	126	151	119	134	130	133	130	151	127	138	126	134	181	132	154	133	150	169	138	103	149	120	145	140	124	145	99	154	123	159	171	158	179	125	57	22	32	18	93	
58	47	84	45	57	88	43	50	70	65	52	41	47	60	48	33	50	44	64	45	53	49	56	66	50	51	58	63	53	62	41	61	43	53	41	46	40	22	55	47	40	57	25	51	32	15	9	137	12	55	
987	875	1275	857	905	1283	631	979	1041	1054	841	863	773	935	732	706	892	836	782	826	736	837	907	1021	877	775	943	1005	812	904	733	833	746	910	703	832	808	522	784	872	862	892	873	842	627	350	163	589	134	535	
67	66	77	37	51	106	45	97	83	58	39	45	50	55	45	44	47	50	48	57	40	73	52	75	59	51	65	66	69	67	62	67	57	58	76	43	70	26	63	62	54	53	61	52	40	41	9	145	7	25	
8	13	8	12	10	7	3	8	8	10	6	17	13	9	6	6	12	6	9	8	5	5	8	17	10	8	15	10	8	11	8	5	5	6	13	4	7	3	11	10	7	12	8	10	4	5	7	8	1	5	
29	16	37	21	16	26	14	50	31	19	11	14	22	11	13	18	19	29	23	27	16	21	18	36	30	27	21	15	26	28	22	29	11	30	16	15	21	14	15	21	14	18	30	16	13	10	4	14	2	9	
66	36	48	34	46	52	26	66	67	19	31	52	35	44	44	31	49	71	54	44	39	60	41	61	69	52	55	60	42	57	43	45	36	39	38	42	46	23	52	36	40	36	36	34	22	16	7	6	3	19	
