"УИК №82"	"УИК №83"	"УИК №84"	"УИК №85"	"УИК №86"	"УИК №87"	"УИК №88"	"УИК №89"	"УИК №90"	"УИК №91"	"УИК №92"	"УИК №93"	"УИК №94"	"УИК №95"	"УИК №96"	"УИК №97"	"УИК №98"	"УИК №99"	"УИК №100"	"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	
2016	1918	2166	2268	2128	150	162	319	105	130	145	608	317	539	170	439	123	487	458	408	222	715	366	834	91	114	173	529	617	484	
2000	1950	2100	2200	2100	190	170	300	100	130	140	620	360	550	200	450	130	470	450	450	230	750	380	850	100	110	170	540	620	470	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1020	982	1213	1197	1172	95	86	210	54	89	77	344	148	339	99	272	69	285	283	262	133	391	274	520	56	64	127	289	393	319	
83	75	61	85	101	7	16	0	0	2	8	64	46	27	31	29	4	34	13	24	14	85	23	60	4	6	7	38	44	26	
897	893	826	918	827	88	68	90	46	39	55	212	166	184	70	149	57	151	154	164	83	274	83	270	40	40	36	213	183	125	
83	75	61	85	101	7	16	0	0	2	8	64	46	27	31	29	4	34	13	24	14	85	23	60	4	6	7	38	44	26	
1020	982	1213	1197	1172	95	86	210	54	89	77	344	148	339	99	272	69	285	283	262	133	391	274	520	56	64	127	289	393	319	
14	9	11	23	13	0	3	0	0	1	0	4	2	5	1	2	0	6	2	6	0	5	2	3	2	0	2	0	5	9	
1089	1048	1263	1259	1260	102	99	210	54	90	85	404	192	361	129	299	73	313	294	280	147	471	295	577	58	70	132	327	432	336	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	6	5	4	8	1	0	1	2	1	0	5	1	1	2	0	0	1	2	0	1	1	1	4	0	0	2	1	2	4	
145	129	222	227	224	16	8	22	3	8	7	35	16	74	2	14	5	37	32	18	15	43	26	84	2	14	13	33	37	59	
95	71	99	93	82	1	23	16	7	4	2	24	19	14	10	17	6	17	28	12	9	28	14	29	2	2	8	18	19	32	
821	822	914	911	931	84	67	169	42	77	76	335	152	265	113	262	60	249	221	249	116	387	250	442	50	52	108	268	365	234	
6	7	9	6	4	0	1	1	0	0	0	2	1	3	0	0	0	3	1	1	1	1	2	3	2	1	1	2	5	2	
8	5	10	5	5	0	0	1	0	0	0	0	3	2	2	3	2	2	5	0	4	9	1	11	2	1	0	3	4	5	
2	6	0	7	1	0	0	0	0	0	0	2	0	0	0	2	0	2	3	0	0	0	0	4	0	0	0	1	0	0	
4	2	4	6	5	0	0	0	0	0	0	1	0	2	0	1	0	2	2	0	1	2	1	0	0	0	0	1	0	0	
