"УИК №819"	"УИК №820"	"УИК №821"	"УИК №822"	"УИК №823"	"УИК №824"	"УИК №825"	"УИК №826"	"УИК №827"	"УИК №828"	"УИК №829"	"УИК №830"	"УИК №831"	"УИК №832"	"УИК №833"	"УИК №834"	"УИК №835"	"УИК №836"	"УИК №837"	"УИК №838"	"УИК №2315"	"УИК №2340"	"УИК №2341"	
244	768	212	492	165	108	995	633	305	112	1937	284	1048	1365	334	621	787	191	1151	73	113	193	89	
250	800	250	600	200	150	1000	650	350	100	1800	350	1100	1300	300	700	800	200	1000	100	100	200	80	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188	507	142	331	122	58	552	354	213	75	1118	130	561	839	189	365	447	68	781	50	78	130	51	
8	14	23	13	6	17	23	30	11	16	40	27	67	14	25	52	21	16	17	8	0	8	0	
54	279	85	256	72	75	425	266	126	9	642	193	472	447	86	283	332	116	202	42	22	62	29	
8	14	23	13	6	17	23	30	11	16	40	27	67	14	25	52	21	16	17	8	0	8	0	
188	507	142	331	122	58	552	354	213	75	1118	130	561	839	189	365	447	68	781	50	78	130	51	
3	8	0	8	0	0	9	7	5	2	19	2	7	6	0	7	6	2	16	0	3	3	1	
193	513	165	336	128	75	566	377	219	89	1139	155	621	847	214	410	462	82	782	58	75	135	50	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	2	3	0	0	0	4	0	3	0	6	1	1	3	2	1	1	0	4	0	0	5	0	
27	86	13	54	15	8	79	79	21	16	167	14	121	196	14	54	71	6	113	4	14	12	1	
35	49	7	28	8	9	52	27	23	8	107	15	95	75	16	44	41	7	87	4	14	15	5	
124	369	142	250	105	57	415	262	172	64	822	124	392	559	179	304	341	69	560	49	47	102	42	
3	0	0	2	0	0	5	4	0	1	7	0	4	4	1	1	3	0	13	0	0	0	2	
1	4	0	1	0	1	8	3	0	0	14	0	2	4	1	2	1	0	0	1	0	0	0	
0	1	0	0	0	0	2	1	0	0	8	0	1	5	0	2	1	0	3	0	0	1	0	
2	2	0	1	0	0	1	1	0	0	8	1	5	1	1	2	3	0	2	0	0	0	0	
