"УИК №278"	"УИК №279"	"УИК №280"	"УИК №281"	"УИК №282"	"УИК №283"	"УИК №284"	"УИК №285"	"УИК №286"	"УИК №287"	"УИК №288"	"УИК №289"	"УИК №290"	"УИК №291"	"УИК №292"	"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	"УИК №297"	"УИК №298"	"УИК №299"	"УИК №300"	
355	285	580	379	717	957	332	377	391	498	510	415	292	213	490	1787	1724	1714	142	457	546	433	283	
350	300	600	350	700	1000	300	350	400	500	500	400	250	200	450	1800	1700	1700	100	450	500	450	300	
0	0	23	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	35	0	0	0	
124	150	246	168	322	381	166	200	139	165	232	198	157	127	231	964	963	917	70	198	232	200	111	
32	5	9	27	40	60	39	52	34	41	19	15	11	23	29	35	58	60	11	18	26	29	46	
194	145	322	155	338	559	95	98	227	294	230	187	82	50	190	801	679	723	19	199	242	221	143	
32	5	32	27	40	60	39	52	34	41	38	15	11	23	29	35	58	60	11	53	26	29	46	
124	150	246	168	322	381	166	200	139	165	232	198	157	127	231	964	963	917	70	198	232	200	111	
0	0	1	2	2	2	1	0	1	4	0	1	1	0	3	11	8	4	1	2	1	1	0	
156	155	277	193	360	439	204	252	172	202	270	212	167	150	257	988	1013	973	80	249	257	228	157	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	2	0	1	6	0	3	0	1	1	1	1	0	1	12	7	6	2	4	0	0	1	
10	15	14	9	62	47	20	15	15	15	26	21	24	11	27	111	128	114	8	20	17	26	9	
20	17	25	15	38	43	16	21	10	15	25	21	14	6	22	96	78	70	11	14	38	22	21	
121	118	225	166	254	331	158	210	143	168	215	164	126	129	202	745	749	749	58	204	196	173	121	
0	2	7	2	1	1	3	2	1	1	2	1	2	1	3	12	12	10	0	5	2	4	1	
1	3	1	0	2	5	2	1	0	1	1	1	0	1	0	2	15	2	0	2	2	1	2	
2	0	0	0	2	3	2	0	3	0	0	1	0	2	1	7	13	16	1	0	2	2	1	
2	0	3	1	0	3	3	0	0	1	0	2	0	0	1	3	11	6	0	0	0	0	1	
