"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	
993	841	947	960	965	970	974	956	903	470	355	583	624	333	893	449	416	1033	692	379	
780	690	790	830	790	780	800	800	750	390	290	480	510	290	730	380	350	860	580	320	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
484	613	485	516	528	505	518	480	662	268	247	263	456	251	411	216	176	455	364	232	
88	13	26	21	27	42	43	27	33	23	32	26	45	34	31	48	27	77	53	42	
208	64	279	293	235	233	239	293	55	99	11	191	9	5	288	116	147	328	163	46	
88	13	26	21	27	42	43	27	33	23	32	26	45	34	31	48	27	77	53	42	
484	613	485	516	528	505	518	480	662	268	247	263	456	251	411	216	176	455	364	232	
9	4	8	8	5	8	3	6	1	2	5	6	3	5	8	0	2	8	4	2	
563	622	503	529	550	539	558	501	694	289	274	283	498	280	434	264	201	524	413	272	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	3	6	0	6	7	4	5	3	0	3	4	5	6	0	3	0	2	2	1	
63	62	58	59	75	58	67	55	157	19	10	46	53	15	58	27	18	39	38	20	
40	30	67	50	31	52	42	39	56	24	29	23	34	16	40	33	25	54	35	12	
431	505	355	401	415	407	429	384	458	236	226	202	394	235	324	193	157	411	328	232	
12	10	7	7	9	8	8	8	4	4	2	4	5	2	5	4	0	10	4	3	
7	3	4	3	3	3	1	3	6	1	1	2	1	4	3	2	1	2	4	0	
3	2	2	3	7	1	4	5	5	2	2	2	4	1	2	0	0	4	1	4	
4	7	4	6	4	3	3	2	5	3	1	0	2	1	2	2	0	2	1	0	
