"УИК №3172"	"УИК №3173"	"УИК №3174"	"УИК №3175"	"УИК №3176"	"УИК №3177"	"УИК №3178"	"УИК №3179"	"УИК №3180"	"УИК №3181"	"УИК №3182"	"УИК №3183"	"УИК №3184"	"УИК №3185"	"УИК №3186"	"УИК №3187"	"УИК №3188"	"УИК №3189"	"УИК №3190"	"УИК №3191"	"УИК №3192"	"УИК №3193"	"УИК №3194"	"УИК №3195"	"УИК №3196"	"УИК №3197"	"УИК №3198"	"УИК №3199"	"УИК №3200"	"УИК №3201"	"УИК №3202"	"УИК №3203"	"УИК №3204"	"УИК №3205"	"УИК №3206"	"УИК №3207"	"УИК №3208"	"УИК №3209"	"УИК №3210"	"УИК №3211"	"УИК №3212"	"УИК №3213"	
1677	1815	1477	1543	1081	1261	1397	1172	1490	1272	1250	1504	1686	1429	1194	1717	1894	1867	1600	1856	1824	1816	1666	1000	1230	1484	2236	1908	1168	1377	1821	1737	1921	2039	1774	1403	1343	2152	2033	1724	2220	2757	
1500	1600	1300	1300	900	1100	1200	1000	1200	1100	1100	1300	1600	1300	1000	1500	1600	1600	1400	1600	1600	1600	1500	900	1100	1300	2000	1600	1000	1100	1600	1500	1600	1700	1500	1200	1200	1800	1700	1400	2000	2100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
999	1044	834	924	613	826	828	690	940	762	806	884	1025	878	778	1076	1186	1132	902	1136	1051	1086	956	555	710	878	1338	1134	754	827	1031	1074	1280	1236	1059	817	715	1140	1181	992	1287	1624	
64	40	64	32	34	25	20	27	33	28	22	22	18	24	20	20	49	47	38	24	27	41	33	20	32	11	48	50	12	20	50	34	36	60	37	54	70	82	36	24	59	32	
437	516	402	344	253	249	352	283	227	310	272	394	557	398	202	404	365	421	460	440	522	473	511	325	358	411	614	416	234	253	519	392	284	404	404	329	415	578	483	384	654	444	
64	40	64	32	34	25	20	27	33	28	22	22	18	24	20	20	49	47	38	24	27	41	33	20	32	11	48	50	12	20	50	34	36	60	37	54	70	82	36	24	59	32	
996	1043	834	924	612	826	828	687	939	762	806	884	1024	878	778	1076	1181	1131	900	1132	1049	1086	954	554	708	878	1338	1134	754	826	1031	1072	1279	1236	1059	813	715	1140	1181	992	1278	1624	
12	20	13	14	8	12	12	10	10	10	9	22	13	13	14	11	21	10	12	12	12	12	11	6	6	8	15	3	14	16	12	11	18	22	13	5	8	9	17	10	17	11	
1048	1063	885	942	638	839	836	704	962	780	819	884	1029	889	784	1085	1209	1168	926	1144	1064	1115	976	568	734	881	1371	1181	752	830	1069	1095	1297	1274	1083	862	777	1213	1200	1006	1320	1645	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	8	5	7	6	7	5	6	5	11	6	10	11	10	6	11	6	13	11	12	16	9	13	10	9	6	10	9	5	14	8	13	12	6	4	4	3	10	6	6	14	10	
93	135	91	103	64	88	107	71	86	84	96	100	108	109	97	145	138	121	102	135	120	112	97	56	81	110	161	130	85	106	100	157	172	190	133	74	68	122	125	125	143	211	
59	64	56	54	35	46	44	43	62	42	34	58	61	54	43	68	77	50	47	49	56	49	55	38	30	32	78	72	46	51	61	57	47	53	55	54	49	49	64	65	85	86	
813	783	682	712	486	638	630	542	746	599	606	658	760	657	589	759	901	916	700	887	799	851	714	426	544	674	1013	906	534	596	832	762	939	908	816	679	611	946	924	726	983	1206	
30	33	20	26	23	20	21	15	31	23	30	24	41	26	21	42	28	32	23	22	41	32	44	22	28	20	49	26	36	24	33	52	63	57	27	20	21	39	35	32	44	53	
10	18	11	5	6	3	5	10	3	4	6	6	8	4	4	16	10	6	7	8	11	7	4	2	7	9	7	7	7	3	4	5	8	9	7	5	12	7	5	6	5	5	
17	7	6	13	5	16	12	10	12	6	25	11	9	10	9	11	17	10	16	17	9	22	16	7	16	14	14	8	15	13	10	23	20	20	18	15	7	19	11	20	15	29	
17	15	14	22	13	21	12	7	17	11	16	17	31	19	15	33	32	20	20	14	12	33	33	7	19	16	39	23	24	23	21	26	36	31	23	11	6	21	30	26	31	45	
