"УИК №321"	"УИК №322"	"УИК №323"	"УИК №324"	"УИК №325"	"УИК №326"	"УИК №327"	"УИК №328"	"УИК №329"	"УИК №330"	"УИК №331"	"УИК №332"	"УИК №333"	"УИК №334"	"УИК №335"	"УИК №336"	"УИК №337"	"УИК №338"	"УИК №339"	"УИК №340"	"УИК №341"	"УИК №342"	"УИК №343"	"УИК №344"	"УИК №345"	"УИК №346"	"УИК №347"	"УИК №348"	"УИК №349"	
984	1774	1796	1856	1024	758	418	642	375	478	1023	257	461	652	374	380	362	1137	238	202	497	369	354	144	171	116	954	556	165	
1020	1850	1800	1950	1050	800	420	670	400	470	1050	260	480	690	380	390	368	1216	262	206	530	389	374	143	170	119	1023	581	164	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
703	1411	1039	1305	815	618	343	483	211	378	879	147	339	487	252	266	240	999	204	159	354	272	308	127	150	101	651	391	92	
71	87	169	201	51	39	66	93	100	90	93	68	80	86	36	75	105	131	17	30	109	74	34	15	17	10	149	99	48	
246	352	592	444	184	143	11	94	89	2	78	45	61	117	92	49	23	86	41	17	67	43	32	1	3	8	223	91	24	
71	87	169	201	51	39	66	93	100	90	93	68	80	86	36	75	105	131	17	30	109	74	34	15	17	10	149	99	48	
703	1411	1039	1305	815	618	343	483	211	378	879	147	339	487	252	266	240	999	204	159	354	272	308	127	150	101	651	391	92	
3	3	9	5	1	2	0	0	0	3	8	0	2	10	3	4	6	0	1	0	2	2	0	0	4	0	2	0	1	
771	1495	1199	1501	865	655	409	576	311	465	964	215	417	563	285	337	339	1130	220	189	461	344	342	142	163	111	798	490	139	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	6	4	7	4	2	1	3	0	2	1	1	0	1	0	2	0	0	1	0	2	0	0	0	0	0	4	3	1	
70	71	140	61	24	32	35	35	30	29	32	11	34	61	27	11	14	17	5	3	10	13	9	3	4	0	19	22	6	
37	46	64	56	29	28	14	33	11	20	24	9	7	31	14	6	11	5	11	8	10	7	3	2	3	2	37	27	10	
648	1364	978	1357	799	590	355	496	269	409	903	193	373	467	241	317	313	1108	202	175	437	321	329	137	153	109	726	433	122	
2	3	7	4	2	0	1	1	1	5	3	1	2	1	2	0	1	0	0	3	1	1	0	0	0	0	4	3	0	
3	2	0	11	2	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	3	0	1	2	0	
2	3	4	4	4	3	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	
5	0	2	1	1	0	3	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	
