"УИК №1601"	"УИК №1602"	"УИК №1603"	"УИК №1604"	"УИК №1605"	"УИК №1606"	"УИК №1607"	"УИК №1608"	"УИК №1609"	"УИК №1610"	"УИК №1611"	"УИК №1612"	"УИК №1613"	"УИК №1614"	"УИК №1615"	"УИК №1616"	"УИК №1617"	"УИК №1618"	"УИК №1619"	"УИК №1620"	"УИК №1621"	"УИК №1622"	"УИК №1624"	"УИК №1625"	"УИК №1626"	"УИК №1627"	"УИК №1629"	"УИК №1632"	"УИК №1633"	"УИК №1635"	
841	1252	400	1134	1167	1165	1134	1075	1060	1002	285	840	1103	150	207	583	243	120	356	109	363	166	117	170	220	49	393	169	336	100	
800	1000	400	1000	1000	1000	1000	1000	1000	1000	250	800	1000	150	200	500	250	130	350	100	350	150	100	150	200	50	400	300	350	120	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	68	36	0	
399	671	193	571	676	638	662	660	535	527	123	416	562	87	132	389	132	91	213	30	211	86	88	102	116	32	188	52	163	69	
48	87	28	38	50	61	37	49	67	30	13	82	71	11	22	46	64	9	37	36	31	17	3	27	26	8	16	14	54	1	
353	242	179	391	274	301	301	291	398	443	114	302	367	52	46	65	54	30	100	34	108	47	9	21	58	10	124	166	97	50	
48	87	28	38	50	61	37	49	67	30	13	82	71	11	22	46	64	9	37	36	31	17	3	27	26	8	88	82	90	1	
399	671	193	571	676	638	662	660	533	527	123	416	562	87	132	389	132	91	213	30	211	86	88	102	116	32	188	52	163	69	
13	9	9	17	15	8	10	11	9	8	1	6	16	0	1	4	2	0	3	1	0	1	2	2	1	0	4	0	5	2	
434	749	212	592	711	691	689	698	591	549	135	492	617	98	153	431	194	100	247	65	242	102	89	127	141	40	272	134	248	68	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	3	4	6	9	8	10	8	4	5	1	4	2	1	1	1	2	0	3	0	2	1	1	1	2	0	1	0	5	3	
58	59	26	70	94	69	90	89	57	49	10	59	51	5	13	28	9	4	22	3	16	9	4	9	12	0	15	4	12	1	
42	73	27	46	51	67	69	54	54	35	18	51	42	12	23	42	10	14	33	3	30	3	11	14	17	7	25	16	34	11	
315	577	139	443	524	520	501	521	456	445	103	361	498	76	110	343	167	79	181	58	185	85	70	97	109	30	228	108	191	51	
11	10	6	13	12	7	8	10	5	5	3	5	13	2	1	6	3	0	0	0	2	0	0	2	0	1	0	1	1	1	
1	13	4	3	8	7	2	9	5	3	0	5	8	1	4	10	0	0	3	0	2	3	1	0	0	2	1	3	3	0	
2	7	4	5	8	6	4	5	5	4	0	2	2	1	1	1	3	1	3	1	5	1	2	1	1	0	1	0	1	0	
5	7	2	6	5	7	5	2	5	3	0	5	1	0	0	0	0	2	2	0	0	0	0	3	0	0	1	2	1	1	
