"УИК №2501"	"УИК №2502"	"УИК №2503"	"УИК №2504"	"УИК №2505"	"УИК №2506"	"УИК №2507"	"УИК №2508"	"УИК №2509"	"УИК №2510"	"УИК №2511"	"УИК №2512"	"УИК №2513"	"УИК №2514"	"УИК №2515"	"УИК №2516"	"УИК №2517"	"УИК №2518"	"УИК №2519"	"УИК №2520"	
422	554	215	89	192	115	184	198	705	91	329	211	515	2026	299	273	327	170	331	436	
450	550	200	80	190	120	180	190	720	90	340	220	530	2000	300	280	310	160	330	440	
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
132	225	97	54	113	72	70	122	257	49	124	122	207	925	147	138	221	86	153	180	
23	50	6	2	4	1	8	5	38	0	16	9	14	37	9	15	12	11	4	0	
242	275	97	24	73	47	102	63	425	41	200	89	309	1038	144	127	77	63	173	260	
76	50	6	2	4	1	8	5	38	0	16	9	14	37	9	15	12	11	4	0	
132	225	97	54	113	72	70	122	257	49	124	122	207	925	147	138	221	86	153	180	
0	1	0	1	1	2	0	0	0	2	4	1	1	12	0	2	0	2	3	3	
208	274	103	55	116	71	78	127	295	47	136	130	220	950	156	151	233	95	154	177	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	0	0	3	0	0	2	0	0	0	2	4	0	2	0	0	0	2	
14	20	1	7	5	3	9	13	39	3	18	8	18	186	2	13	33	6	5	18	
27	22	11	3	6	9	11	34	23	7	18	29	28	80	12	23	38	4	10	22	
163	227	90	45	105	56	58	79	221	37	100	90	170	660	142	106	155	85	136	128	
0	1	1	0	0	0	0	0	4	0	0	0	1	5	0	6	1	0	1	0	
4	2	0	0	0	0	0	1	2	0	0	1	1	5	0	1	2	0	2	4	
0	1	0	0	0	0	0	0	1	0	0	1	0	7	0	0	3	0	0	3	
0	0	0	0	0	0	0	0	3	0	0	1	0	3	0	0	1	0	0	0	
