"УИК №901"	"УИК №902"	"УИК №903"	"УИК №904"	"УИК №905"	"УИК №906"	"УИК №907"	"УИК №908"	"УИК №909"	"УИК №910"	"УИК №911"	"УИК №912"	"УИК №913"	"УИК №914"	"УИК №915"	"УИК №916"	"УИК №917"	"УИК №918"	"УИК №919"	"УИК №920"	"УИК №921"	"УИК №922"	"УИК №923"	"УИК №924"	"УИК №925"	"УИК №926"	"УИК №927"	"УИК №928"	"УИК №929"	"УИК №930"	"УИК №931"	"УИК №932"	"УИК №933"	"УИК №934"	"УИК №935"	"УИК №936"	
606	543	258	99	544	83	427	328	373	1516	2174	2233	737	1053	340	453	219	60	238	556	127	113	826	885	110	133	70	960	911	254	178	110	252	1567	101	106	
607	541	260	101	544	84	429	330	377	1400	2000	2000	743	1000	345	455	220	66	242	557	128	116	829	895	113	136	73	966	917	253	184	112	255	1507	106	109	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
586	499	240	95	421	83	392	311	342	946	1416	1410	680	736	306	419	209	54	228	529	127	111	776	819	98	132	69	831	851	171	159	89	120	1016	94	63	
9	20	15	3	36	0	27	9	15	62	138	127	28	109	28	25	6	6	6	18	0	0	18	30	9	1	0	91	47	14	12	17	121	135	7	12	
12	22	5	3	87	1	10	10	20	392	446	463	35	155	11	11	5	6	8	10	1	5	35	46	6	3	4	44	19	68	13	6	14	356	5	34	
9	20	15	3	36	0	27	9	15	62	138	127	28	109	28	25	6	6	6	18	0	0	18	30	9	1	0	91	47	14	12	17	121	135	7	12	
586	499	240	95	421	83	392	311	342	946	1416	1410	680	736	306	419	209	54	228	529	127	111	776	819	98	132	69	831	851	171	159	89	120	1016	94	63	
0	4	0	0	1	0	0	0	0	15	15	6	1	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	4	1	1	0	15	0	0	
595	515	255	98	456	83	419	320	357	993	1539	1531	707	841	334	444	215	60	234	547	127	111	785	849	107	133	69	922	898	181	170	105	241	1136	101	75	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	0	0	0	0	0	1	6	17	8	2	7	0	2	0	0	2	0	0	0	0	0	0	1	0	1	3	0	0	0	0	6	0	0	
3	35	4	2	12	5	2	7	4	124	187	173	39	38	4	2	5	1	9	2	1	0	46	31	1	2	2	19	19	20	5	2	3	161	0	6	
25	36	6	3	8	3	10	0	10	100	134	137	6	43	10	8	6	3	14	8	1	2	44	16	2	6	2	47	41	35	7	6	8	111	6	13	
567	433	241	91	432	75	406	313	340	740	1160	1187	652	738	317	429	201	56	205	537	125	109	682	791	104	121	65	849	819	124	158	96	230	837	94	50	
0	5	3	1	3	0	0	0	0	10	18	7	2	7	1	0	0	0	2	0	0	0	5	2	0	1	0	3	4	1	0	1	0	6	0	5	
0	4	1	0	1	0	1	0	0	7	8	11	2	7	2	1	1	0	2	0	0	0	4	2	0	2	0	2	6	0	0	0	0	6	0	1	
0	1	0	1	0	0	0	0	1	2	10	6	2	0	0	1	0	0	0	0	0	0	3	2	0	0	0	1	3	1	0	0	0	4	0	0	
0	0	0	0	0	0	0	0	1	4	5	2	2	1	0	1	2	0	0	0	0	0	1	5	0	0	0	0	3	0	0	0	0	5	1	0	
