"УИК №1787"	"УИК №1788"	"УИК №1789"	"УИК №1790"	"УИК №1791"	"УИК №1792"	"УИК №1793"	"УИК №1794"	"УИК №1795"	"УИК №1796"	"УИК №1797"	"УИК №1798"	"УИК №1799"	"УИК №1800"	"УИК №1801"	"УИК №1802"	"УИК №1803"	"УИК №1804"	"УИК №1805"	"УИК №1806"	"УИК №1807"	"УИК №1808"	"УИК №1809"	"УИК №1810"	
1338	1153	1462	1260	913	1595	2261	2025	2083	2067	2241	1966	2114	1970	2118	2693	2480	2512	2313	2363	2611	2688	2631	330	
1370	1180	1520	1240	950	1650	2320	2420	2110	2160	2290	2200	2160	2040	2210	2750	2550	2550	2380	2480	2690	2650	2720	330	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1115	955	1108	1010	676	1327	1868	1974	1738	1676	1850	1695	1707	1589	1745	2245	2031	2106	1998	1959	2162	2252	2004	330	
23	37	142	61	101	29	55	51	66	82	59	25	97	86	55	45	78	54	38	50	58	43	258	0	
232	188	270	169	173	294	397	395	306	402	381	480	356	365	410	460	441	390	344	471	470	355	458	0	
23	37	142	61	101	29	55	51	66	82	59	25	97	86	55	45	78	54	38	50	58	43	258	0	
1115	955	1108	1010	676	1327	1868	1973	1738	1676	1850	1695	1707	1589	1745	2244	2031	2106	1984	1959	2162	2209	2004	330	
0	10	10	42	0	14	0	1	0	0	0	0	7	0	25	22	5	5	12	0	10	0	0	0	
1138	982	1240	1029	777	1342	1923	2023	1804	1758	1909	1720	1797	1675	1775	2267	2104	2155	2010	2009	2210	2252	2262	330	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	1	7	3	8	7	12	16	18	3	35	11	10	5	8	12	28	7	3	8	9	14	1	1	
61	49	92	111	40	97	126	120	108	189	95	87	91	115	89	114	100	117	7	103	169	381	13	16	
57	29	49	28	39	48	95	109	56	53	97	85	94	69	91	117	106	101	9	102	102	110	5	4	
968	887	1071	876	664	1141	1644	1710	1548	1494	1634	1484	1529	1455	1508	1967	1792	1851	1972	1708	1887	1678	2236	305	
7	8	10	1	3	14	13	12	17	2	5	14	5	7	20	25	20	13	4	33	7	25	2	2	
14	5	5	2	10	13	12	14	19	2	38	6	22	10	16	13	21	2	5	41	17	15	3	0	
10	1	5	2	6	8	11	18	18	6	5	5	18	7	16	13	19	19	6	7	9	14	2	1	
12	2	1	6	7	14	10	24	20	9	0	28	28	7	27	6	18	45	4	7	10	15	0	1	
