"УИК №464"	"УИК №465"	"УИК №466"	"УИК №467"	"УИК №468"	"УИК №469"	"УИК №470"	"УИК №471"	"УИК №472"	"УИК №473"	"УИК №474"	"УИК №475"	"УИК №476"	"УИК №477"	"УИК №478"	"УИК №479"	"УИК №480"	"УИК №481"	"УИК №482"	"УИК №483"	"УИК №484"	"УИК №485"	"УИК №486"	"УИК №487"	"УИК №488"	"УИК №489"	"УИК №490"	"УИК №491"	"УИК №492"	"УИК №493"	
1518	1513	1491	1513	1495	656	509	672	467	697	531	599	830	1472	1477	385	1619	359	276	394	355	1338	231	754	312	370	157	494	485	921	
1550	1550	1550	1624	1584	700	500	700	500	750	550	700	888	1500	1550	400	1700	375	300	400	350	1350	250	800	300	400	160	500	500	984	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1069	1221	1195	1012	999	501	367	560	396	558	419	427	491	1170	892	303	1024	267	209	312	270	1184	198	532	246	249	136	365	336	696	
200	148	69	217	249	101	81	93	20	65	91	100	212	157	395	50	320	77	56	60	54	62	25	129	35	61	13	81	109	100	
281	181	286	395	336	98	52	47	84	127	40	173	185	173	263	47	356	31	35	28	26	104	27	139	19	90	11	54	55	188	
200	148	69	217	249	101	81	93	20	65	91	100	212	157	395	50	320	77	56	60	54	62	25	129	35	61	13	81	109	100	
1069	1221	1195	1012	999	501	367	560	396	558	419	427	491	1170	892	303	1024	267	209	312	270	1184	198	532	246	249	136	365	336	696	
12	9	8	13	6	0	0	0	0	0	2	0	13	7	16	0	4	0	0	0	0	2	0	0	0	0	0	0	0	3	
1257	1360	1256	1216	1242	602	448	653	416	623	508	527	690	1320	1271	353	1340	344	265	372	324	1244	223	661	281	310	149	446	445	793	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	8	3	6	8	1	1	0	0	4	0	1	1	2	4	2	7	1	0	0	0	3	2	4	0	0	0	0	0	1	
143	67	196	191	206	71	20	56	39	72	21	53	45	67	87	26	134	4	4	25	9	18	0	31	11	33	3	40	37	52	
43	38	92	61	65	11	11	23	0	6	11	10	31	25	23	20	94	6	2	10	5	6	6	31	9	9	1	9	5	23	
1048	1220	942	923	939	501	412	574	377	530	470	458	604	1215	1141	299	1076	327	255	332	308	1205	205	583	261	267	145	397	402	715	
10	6	11	12	7	4	0	0	0	1	1	1	1	2	5	4	16	2	1	0	1	4	0	2	0	0	0	0	0	0	
3	7	6	12	11	14	1	0	0	2	4	2	2	3	9	1	4	1	2	0	0	4	3	6	0	1	0	0	0	2	
5	9	3	5	2	0	1	0	0	3	1	1	4	4	1	0	4	1	1	0	0	4	4	1	0	0	0	0	0	0	
3	5	3	6	4	0	2	0	0	5	0	1	2	2	1	1	5	2	0	5	1	0	3	3	0	0	0	0	1	0	
