"УИК №2548"	"УИК №2549"	"УИК №2550"	"УИК №2551"	"УИК №2552"	"УИК №2553"	"УИК №2554"	"УИК №2555"	"УИК №2556"	"УИК №2557"	"УИК №2558"	"УИК №2559"	"УИК №2560"	"УИК №2561"	"УИК №2562"	"УИК №2563"	"УИК №2564"	"УИК №2565"	"УИК №2566"	"УИК №2567"	"УИК №4008"	
1335	2157	1563	1448	2102	1815	2016	2065	1798	1884	2206	3067	1770	1820	1097	1858	2375	1838	2006	1857	332	
1100	1700	1400	1300	1600	1500	1500	1750	1500	1500	1800	2500	1500	1400	850	1350	1700	1550	1700	1600	1000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
701	1200	792	730	1036	976	1160	1090	964	941	1221	1864	985	1071	662	1061	1438	977	1048	902	284	
37	70	35	31	48	53	34	62	38	46	45	57	41	70	32	48	58	73	75	65	0	
362	430	573	539	516	471	306	598	498	513	534	579	474	259	156	241	204	500	577	633	716	
37	70	35	31	48	53	34	62	38	46	45	57	41	70	32	48	58	73	75	65	0	
701	1197	789	725	1035	974	1158	1088	964	941	1221	1864	981	1067	662	1059	1435	972	1045	901	284	
16	19	15	13	16	22	16	23	16	9	21	44	17	13	6	20	33	8	5	22	4	
722	1248	809	743	1067	1005	1176	1127	986	978	1245	1877	1005	1124	688	1087	1460	1037	1115	944	280	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	15	15	6	13	10	6	23	14	13	8	14	10	13	4	8	9	16	10	21	2	
103	207	106	106	145	132	193	168	121	157	171	284	137	192	114	156	244	125	137	164	29	
24	37	33	24	39	45	60	37	36	24	46	101	44	42	20	33	118	36	29	15	20	
462	778	512	499	720	685	749	713	658	632	828	1223	693	713	453	733	903	644	704	567	207	
55	89	60	48	63	66	72	78	57	67	74	109	46	71	55	85	89	84	78	84	16	
12	10	5	5	6	5	13	10	11	11	9	21	12	10	6	4	16	13	14	10	1	
23	29	19	23	25	15	30	21	26	21	28	38	22	32	13	16	28	24	50	17	3	
34	83	59	32	56	47	53	77	63	53	81	87	41	51	23	52	53	95	93	66	2	
