"УИК №3001"	"УИК №3002"	"УИК №3003"	"УИК №3004"	"УИК №3005"	"УИК №3006"	"УИК №3007"	"УИК №3008"	"УИК №3009"	"УИК №3010"	"УИК №3011"	"УИК №3012"	"УИК №3013"	"УИК №3014"	"УИК №3015"	"УИК №3016"	"УИК №3017"	"УИК №3018"	"УИК №3019"	"УИК №3020"	"УИК №3021"	"УИК №3022"	"УИК №3023"	"УИК №3024"	"УИК №3025"	"УИК №3026"	"УИК №3027"	"УИК №3028"	"УИК №3029"	"УИК №3030"	"УИК №3031"	"УИК №3032"	"УИК №3033"	"УИК №3034"	"УИК №3035"	"УИК №3036"	"УИК №3037"	"УИК №3038"	"УИК №3039"	
971	716	390	703	429	935	328	481	885	1376	1604	564	652	136	448	349	322	360	152	413	39	273	48	81	341	217	294	325	48	93	170	313	51	177	120	66	715	640	517	
900	650	350	650	400	850	300	450	800	1200	1400	500	600	120	400	340	290	350	130	380	35	240	40	80	320	200	270	300	40	80	160	280	50	150	100	75	620	570	480	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
434	284	165	317	194	539	144	214	365	673	880	210	312	77	216	183	179	196	77	241	35	143	31	48	179	114	176	156	35	65	113	185	39	99	78	63	310	284	283	
31	41	3	33	13	39	29	36	63	30	56	21	32	6	28	22	26	20	16	33	0	28	5	0	37	12	11	39	0	0	0	10	0	15	0	0	27	35	19	
435	325	182	300	193	272	127	200	372	497	464	269	256	37	156	135	85	134	37	106	0	69	4	32	104	74	83	105	5	15	47	85	11	36	22	12	283	251	178	
31	41	3	33	13	39	29	36	63	30	56	21	32	6	28	22	26	20	16	33	0	28	5	0	37	12	11	39	0	0	0	10	0	15	0	0	27	35	19	
434	284	165	317	194	539	144	214	365	673	880	210	312	77	216	183	179	196	77	241	35	143	31	48	179	114	176	156	35	65	113	185	39	99	78	63	310	284	283	
3	5	2	0	1	6	0	3	1	7	22	4	5	3	5	2	2	3	3	1	0	0	2	1	2	0	0	1	2	0	3	0	0	1	0	0	2	0	1	
462	320	166	350	206	572	173	247	427	696	914	227	339	80	239	203	203	213	90	273	35	171	34	47	214	126	187	194	33	65	110	195	39	113	78	63	335	319	301	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	0	1	1	2	0	3	2	10	4	3	6	1	1	2	0	0	0	2	0	0	0	0	0	1	1	2	0	3	0	0	0	0	0	0	0	0	1	
69	39	27	60	18	75	21	26	55	162	160	37	70	9	16	24	12	14	4	5	0	10	2	5	22	20	11	29	3	3	11	12	5	3	2	0	20	20	17	
52	41	23	31	14	69	18	24	75	67	73	22	33	6	25	16	10	8	2	14	3	19	3	2	20	11	18	21	3	6	7	13	5	7	11	16	23	21	14	
332	236	112	250	169	417	133	192	287	442	660	161	221	64	193	154	177	190	83	248	32	140	26	40	171	91	151	139	27	49	91	169	29	101	65	46	285	272	268	
0	2	0	2	1	2	0	0	2	4	5	2	0	0	4	4	2	0	0	0	0	1	1	0	1	2	3	1	0	4	1	1	0	0	0	0	1	3	0	
3	2	1	1	1	0	1	0	5	3	6	1	4	0	0	2	0	0	1	1	0	1	2	0	0	1	1	0	0	0	0	0	0	2	0	1	4	3	0	
3	0	0	4	1	4	0	1	0	3	3	0	5	0	0	1	1	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	
2	0	3	1	1	3	0	1	1	5	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	
