"УИК №3201"	"УИК №3202"	"УИК №3203"	"УИК №3204"	"УИК №3205"	"УИК №3206"	"УИК №3207"	"УИК №3208"	"УИК №3209"	"УИК №3210"	"УИК №3211"	"УИК №3212"	"УИК №3213"	"УИК №3214"	"УИК №3215"	"УИК №3216"	"УИК №3217"	"УИК №3218"	"УИК №3219"	"УИК №3220"	"УИК №3221"	"УИК №3222"	"УИК №3223"	
702	487	227	446	724	700	633	102	532	183	141	276	108	210	276	503	272	142	396	233	191	225	186	
700	490	220	440	690	680	630	100	530	180	140	270	100	200	270	500	270	140	390	230	190	220	180	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
479	323	141	328	408	500	432	65	366	136	103	206	74	165	207	380	167	123	324	165	126	185	107	
27	18	43	28	49	30	24	12	63	19	9	23	4	17	16	57	51	12	29	31	18	15	46	
194	149	36	84	233	150	174	23	101	25	28	41	22	18	47	63	52	5	37	34	46	20	27	
27	18	43	28	49	30	24	12	63	19	9	23	4	17	16	57	51	12	29	31	18	15	46	
479	323	141	328	408	500	432	65	366	136	103	206	74	165	207	380	167	123	324	165	126	185	107	
6	4	7	3	7	12	2	0	7	2	4	4	4	0	0	12	1	1	5	4	1	2	0	
500	337	177	353	450	518	454	77	422	153	108	225	74	182	223	425	217	134	348	192	143	198	153	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	0	2	3	0	3	0	4	0	1	0	1	0	1	1	0	0	0	0	0	1	1	
38	26	10	17	37	27	45	2	18	12	1	6	1	5	12	43	15	10	24	20	4	8	7	
35	28	14	24	50	39	42	6	34	16	11	10	6	10	8	32	14	7	25	18	10	17	15	
418	269	153	302	348	449	351	69	361	125	95	207	65	166	200	334	178	117	293	151	129	165	129	
4	3	0	2	6	2	6	0	2	0	0	0	0	0	1	4	2	0	3	0	0	2	0	
3	4	0	4	2	0	2	0	3	0	0	1	0	1	1	6	3	0	1	3	0	5	0	
2	3	0	1	2	0	2	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	1	
0	3	0	1	2	1	3	0	0	0	0	1	0	0	0	4	5	0	0	0	0	0	0	
