"УИК №602"	"УИК №603"	"УИК №604"	"УИК №606"	"УИК №607"	"УИК №608"	"УИК №609"	"УИК №610"	"УИК №611"	"УИК №612"	"УИК №613"	"УИК №614"	"УИК №615"	"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	
292	372	293	701	164	171	107	129	129	225	290	104	279	259	164	341	144	2684	
290	420	330	750	180	180	110	140	120	250	305	110	290	280	170	370	140	2800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145	183	126	300	86	96	64	65	58	118	129	46	88	125	93	193	73	1487	
10	22	66	117	25	9	5	14	8	18	45	9	67	15	7	35	17	87	
135	215	138	333	69	75	41	61	54	114	131	55	135	140	70	142	50	1226	
10	22	66	117	25	9	5	14	8	18	45	9	67	15	7	35	17	87	
145	183	126	300	86	96	64	65	58	118	129	46	88	125	93	193	73	1487	
2	1	0	5	0	1	0	0	0	3	2	0	3	0	0	2	0	15	
153	204	192	412	111	104	69	79	66	133	172	55	152	140	100	226	90	1559	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	2	0	2	1	1	0	0	3	0	0	1	2	0	0	13	
24	53	9	82	3	11	5	3	5	18	19	8	29	24	9	38	3	291	
16	19	12	32	15	11	9	7	11	13	16	2	15	17	10	26	8	159	
110	127	167	292	86	78	50	66	48	101	131	45	104	95	79	158	77	1056	
2	1	1	1	4	1	1	0	1	0	2	0	0	0	0	1	0	12	
1	3	1	3	1	1	1	1	0	0	1	0	1	0	0	2	2	10	
0	1	1	0	1	0	0	1	0	0	0	0	1	2	0	0	0	7	
0	0	1	0	1	0	2	0	1	1	0	0	2	1	0	1	0	11	
