"УИК №841"	"УИК №842"	"УИК №843"	"УИК №844"	"УИК №845"	"УИК №846"	"УИК №847"	"УИК №848"	"УИК №850"	"УИК №852"	"УИК №853"	"УИК №854"	"УИК №855"	"УИК №856"	"УИК №857"	"УИК №858"	"УИК №859"	"УИК №860"	"УИК №861"	"УИК №862"	"УИК №863"	"УИК №864"	"УИК №865"	"УИК №866"	"УИК №867"	"УИК №868"	
1566	222	932	169	80	129	550	83	216	644	103	99	934	66	734	533	214	158	1093	1119	1030	983	1133	1195	924	1163	
1300	200	800	150	80	120	500	80	250	600	100	100	800	70	600	500	200	150	950	900	850	800	800	900	950	950	
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1066	176	598	115	62	92	349	51	117	365	70	71	541	48	489	339	165	99	627	531	561	555	692	629	563	646	
73	13	56	4	2	4	38	3	36	90	0	3	30	1	47	24	12	3	38	40	26	51	47	31	59	64	
161	11	146	31	16	24	113	26	97	144	30	26	229	21	64	137	23	48	285	329	263	194	61	240	328	240	
73	13	56	4	2	4	38	3	36	91	0	3	30	1	47	24	12	3	38	40	26	51	47	31	59	64	
1066	176	598	115	62	92	349	51	117	365	70	71	541	48	489	339	165	99	627	531	561	555	692	629	563	646	
13	1	9	0	0	2	6	0	2	4	0	1	5	0	5	2	1	1	16	7	9	6	10	12	15	9	
1126	188	645	119	64	94	381	54	151	452	70	73	566	49	531	361	176	101	649	564	578	600	729	648	607	701	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	2	5	1	0	0	3	1	4	3	0	0	3	0	1	0	2	0	5	1	8	3	4	2	8	5	
239	17	165	8	14	10	108	15	46	77	4	9	124	0	140	100	52	8	158	139	133	150	166	167	160	178	
73	31	52	8	6	17	18	6	8	49	12	6	66	5	58	32	28	14	51	63	61	61	50	80	48	49	
791	138	411	101	44	61	248	30	88	311	54	57	355	43	312	224	93	76	429	353	364	367	497	388	381	439	
4	0	3	0	0	0	1	0	1	4	0	0	6	0	6	2	0	0	2	4	4	3	4	3	3	8	
4	0	3	1	0	3	3	1	2	7	0	0	5	0	8	3	1	0	0	4	4	6	4	4	3	11	
8	0	6	0	0	3	0	1	1	1	0	1	3	1	5	0	0	0	2	0	2	4	4	1	2	6	
2	0	0	0	0	0	0	0	1	0	0	0	4	0	1	0	0	3	2	0	2	6	0	3	2	5	
