"УИК №162"	"УИК №163"	"УИК №164"	"УИК №165"	"УИК №166"	"УИК №167"	"УИК №168"	"УИК №169"	"УИК №170"	"УИК №171"	"УИК №172"	"УИК №173"	"УИК №174"	"УИК №175"	"УИК №176"	"УИК №177"	"УИК №178"	"УИК №179"	"УИК №180"	"УИК №181"	"УИК №182"	"УИК №183"	"УИК №184"	"УИК №185"	"УИК №186"	"УИК №187"	"УИК №188"	"УИК №189"	"УИК №190"	"УИК №191"	"УИК №192"	"УИК №193"	"УИК №194"	"УИК №195"	"УИК №196"	"УИК №197"	"УИК №198"	"УИК №199"	"УИК №200"	"УИК №201"	"УИК №202"	"УИК №203"	"УИК №204"	"УИК №205"	"УИК №206"	"УИК №207"	"УИК №208"	"УИК №209"	"УИК №210"	"УИК №211"	"УИК №212"	"УИК №213"	"УИК №214"	
23	923	391	1800	722	56	10	523	1049	822	58	33	224	190	1879	1010	1652	307	52	1489	175	183	1809	34	24	40	460	140	225	194	16	1164	1684	390	365	20	983	1324	253	73	380	194	401	1480	601	340	334	330	30	137	642	49	618	
25	920	330	1732	660	55	10	520	1020	820	58	33	220	190	1870	1010	1620	300	38	1460	169	180	1800	34	24	40	460	140	220	190	15	1160	1690	380	380	20	980	1320	250	70	380	190	400	1440	590	370	330	320	30	130	640	49	618	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23	856	320	1478	561	52	10	469	972	747	58	32	200	190	1577	954	1574	288	34	1345	160	179	1683	30	21	40	434	120	214	181	15	1100	1634	359	347	19	914	1305	250	70	339	179	351	1370	533	303	321	292	27	121	572	49	584	
0	18	0	195	87	0	0	18	0	3	0	1	2	0	144	0	15	4	4	110	7	1	80	0	1	0	20	6	0	9	0	0	19	2	18	0	0	0	0	0	31	0	20	36	36	19	0	9	0	9	11	0	0	
2	46	10	59	12	3	0	33	48	70	0	0	18	0	149	56	31	8	0	5	2	0	37	4	2	0	6	14	6	0	0	60	37	19	15	1	66	15	0	0	10	11	29	34	21	48	9	19	3	0	57	0	34	
0	18	0	195	87	0	0	18	0	3	0	1	2	0	144	0	15	4	4	110	7	1	80	0	1	0	20	6	0	9	0	0	19	2	18	0	0	0	0	0	31	0	20	36	36	19	0	9	0	9	11	0	0	
23	856	320	1478	561	52	10	469	972	747	58	32	200	190	1577	953	1574	288	34	1345	160	179	1683	30	21	40	434	120	214	181	15	1100	1634	359	347	19	914	1305	250	70	339	179	351	1370	533	303	321	292	27	121	572	49	584	
0	2	0	0	4	0	0	0	0	0	0	0	0	0	14	28	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	15	4	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	2	0	137	
23	872	320	1673	644	52	10	487	972	750	58	33	202	190	1707	925	1589	292	38	1455	167	180	1759	30	22	40	454	126	214	188	15	1085	1649	359	365	19	914	1305	250	70	370	179	371	1406	567	321	321	301	26	130	581	49	447	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
2	18	15	18	9	0	0	25	38	24	17	1	21	36	109	13	47	1	3	36	5	3	35	0	0	1	1	7	1	4	0	20	51	2	5	0	13	9	5	2	16	13	7	43	21	2	11	7	4	3	11	0	17	
0	0	0	3	0	0	0	2	0	0	1	0	0	0	4	9	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	21	
21	853	305	1642	635	52	10	456	926	725	37	31	181	154	1579	902	1534	291	33	1419	162	176	1720	30	22	39	453	119	213	184	15	1065	1597	357	360	19	890	1292	245	67	351	165	362	1336	540	317	310	292	20	127	570	49	408	
0	0	0	1	0	0	0	4	0	0	0	1	0	0	10	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1	1	2	1	6	0	0	2	0	0	0	0	0	
0	1	0	2	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	
0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	1	0	0	0	0	
0	0	0	3	0	0	0	0	8	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	
