"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	"УИК №80"	"УИК №81"	"УИК №82"	"УИК №83"	"УИК №84"	"УИК №85"	"УИК №86"	"УИК №87"	"УИК №88"	"УИК №89"	"УИК №90"	"УИК №91"	"УИК №92"	"УИК №93"	"УИК №94"	"УИК №95"	"УИК №96"	"УИК №97"	"УИК №98"	"УИК №99"	"УИК №100"	"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №3617"	
2839	2569	2569	1425	2559	2484	2506	1817	3011	2715	2364	2116	2369	2956	2681	2471	2156	1554	2517	2346	2329	2270	2638	3081	2165	2169	2570	2428	2814	2425	2944	2580	130	
2000	2000	2000	1500	2000	2000	2000	1500	2000	2000	2000	1500	2000	2500	2000	2000	1500	1500	2000	2000	2000	2000	2000	2500	2000	2000	2500	2000	2500	2000	2500	2000	150	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1352	1235	1260	1369	1192	1183	1342	926	1799	1476	1166	1128	1273	1507	1362	1256	981	768	1284	1231	1173	1117	1407	1679	1153	1046	1349	1210	1439	1272	1592	1395	121	
46	79	68	1	49	55	48	36	46	57	62	75	40	73	64	61	46	37	42	55	25	10	49	61	33	32	42	67	76	41	64	52	0	
602	686	672	130	759	762	610	538	155	467	772	297	687	920	574	683	473	695	674	714	802	873	544	760	814	922	1109	723	985	687	844	553	29	
46	79	68	1	48	55	48	36	46	57	62	75	40	73	64	61	46	37	42	55	25	10	49	61	33	32	42	67	76	41	64	52	0	
1350	1235	1260	1368	1191	1176	1339	923	1797	1473	1166	1125	1273	1504	1357	1253	980	767	1284	1228	1173	1112	1407	1679	1152	1042	1346	1210	1439	1271	1590	1393	121	
20	14	15	14	21	18	13	17	30	28	11	16	15	14	18	9	12	5	19	11	15	14	15	19	18	11	13	16	22	14	24	18	1	
1376	1300	1313	1355	1218	1213	1374	942	1813	1502	1217	1184	1298	1563	1403	1305	1014	799	1307	1272	1183	1108	1441	1721	1167	1063	1375	1261	1493	1298	1630	1427	120	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

12	11	22	6	14	8	11	18	25	17	23	10	18	14	17	9	10	6	18	15	7	14	23	16	11	15	22	11	13	17	24	10	3	
175	188	184	129	154	174	189	115	256	212	148	171	171	206	191	151	109	112	162	158	157	157	177	199	149	141	182	132	213	176	212	178	10	
33	31	36	50	30	46	47	25	75	46	27	39	52	53	66	36	36	27	52	60	46	54	56	99	51	51	69	57	59	51	72	69	11	
900	777	832	1101	758	753	896	590	1182	969	825	768	882	1029	920	904	654	524	911	875	796	765	961	1206	834	745	974	928	1054	938	1175	1048	86	
106	152	122	41	123	118	117	81	133	125	93	93	101	151	100	102	104	50	90	77	90	46	123	90	54	57	55	60	74	47	71	60	7	
11	6	8	2	14	10	10	9	7	11	8	11	10	10	4	9	7	8	4	11	8	10	8	12	7	7	10	10	15	7	13	7	0	
49	40	35	16	46	24	30	36	42	37	24	26	16	20	23	24	33	28	23	20	28	20	30	29	24	21	19	19	23	18	20	21	0	
90	95	74	10	79	80	74	68	93	85	69	66	48	80	82	70	61	44	47	56	51	42	63	70	37	26	44	44	42	44	43	34	3	
