"УИК №1086"	"УИК №1087"	"УИК №1088"	"УИК №1089"	"УИК №1090"	"УИК №1091"	"УИК №1092"	"УИК №1093"	"УИК №1094"	"УИК №1095"	"УИК №1096"	"УИК №1097"	"УИК №1098"	"УИК №1099"	"УИК №1100"	"УИК №1101"	"УИК №1102"	"УИК №1103"	"УИК №1104"	"УИК №1105"	"УИК №1106"	"УИК №1107"	"УИК №1108"	"УИК №1109"	"УИК №1110"	"УИК №1111"	"УИК №1112"	"УИК №1113"	"УИК №1114"	"УИК №1115"	"УИК №1116"	
849	337	250	1768	1280	1965	2606	461	1323	1846	187	488	748	591	1038	935	298	1661	2734	1090	768	331	256	294	998	967	2170	822	2346	1188	1770	
830	330	250	1780	1310	1970	2600	435	1345	1810	185	450	770	590	1055	930	300	1660	2710	1065	720	330	239	295	1030	970	2190	835	2410	1200	1825	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
749	218	216	1185	653	1500	2197	410	905	1561	133	262	571	426	740	728	256	1089	1882	864	646	260	217	167	656	801	1794	699	1922	928	1398	
24	85	14	187	400	178	47	10	226	123	40	180	119	98	153	92	12	222	256	21	39	28	11	97	206	66	94	20	70	85	41	
57	27	20	408	257	292	356	15	214	126	12	8	80	66	162	110	32	349	572	180	35	42	11	31	168	103	302	116	418	187	386	
24	85	14	187	400	178	47	10	226	123	40	180	119	98	153	92	12	222	256	21	39	28	11	97	206	66	94	20	70	85	41	
749	218	216	1185	653	1493	2185	410	902	1558	133	262	571	426	740	728	256	1089	1882	864	646	260	217	167	651	801	1783	695	1909	922	1390	
2	1	1	29	3	4	2	1	6	0	1	2	4	2	6	0	1	5	2	3	4	1	0	0	1	0	5	1	4	6	2	
771	302	229	1343	1050	1667	2230	419	1122	1681	172	440	686	522	887	820	267	1306	2136	882	681	287	228	264	856	867	1872	714	1975	1001	1429	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	1	4	6	1	4	5	2	3	5	2	3	1	2	2	3	1	3	7	2	4	1	2	1	2	2	3	2	3	2	2	
87	26	23	129	54	155	138	38	136	130	13	44	60	42	92	69	17	111	199	59	46	22	8	20	83	104	126	34	126	73	102	
41	9	11	75	52	63	93	16	55	68	7	23	26	16	39	39	11	89	102	24	20	7	4	9	49	25	71	21	62	42	51	
608	231	175	1113	933	1433	1957	350	916	1454	146	342	593	453	742	693	230	1079	1791	781	577	249	196	223	709	723	1641	636	1749	858	1254	
14	12	2	11	4	2	20	4	3	12	1	2	1	1	1	5	1	15	15	5	11	2	2	5	4	2	19	12	21	13	16	
3	2	3	3	1	2	4	2	5	4	1	4	3	3	2	1	2	3	4	2	5	2	3	1	2	3	3	1	2	2	1	
5	3	4	2	2	3	3	1	1	2	1	5	1	2	3	4	1	2	6	3	4	1	2	2	3	3	5	4	5	6	1	
10	18	7	4	3	5	10	6	3	6	1	17	1	3	6	6	4	4	12	6	14	3	11	3	4	5	4	4	7	5	2	
