"УИК №912"	"УИК №913"	"УИК №914"	"УИК №915"	"УИК №916"	"УИК №917"	"УИК №918"	"УИК №919"	"УИК №920"	"УИК №921"	"УИК №922"	"УИК №923"	"УИК №924"	"УИК №925"	"УИК №926"	"УИК №927"	"УИК №928"	"УИК №929"	"УИК №930"	"УИК №931"	"УИК №932"	"УИК №933"	"УИК №934"	"УИК №935"	"УИК №936"	"УИК №937"	"УИК №938"	"УИК №940"	"УИК №941"	"УИК №942"	"УИК №943"	"УИК №944"	"УИК №945"	"УИК №946"	"УИК №947"	"УИК №948"	
879	92	1240	1047	1720	1489	1611	1450	1700	1563	499	237	534	85	559	558	181	612	284	1166	136	594	673	181	954	179	96	748	203	896	521	152	378	869	249	94	
857	93	1160	1010	1700	1440	1570	1420	1650	1500	480	220	500	88	550	520	183	600	250	1150	122	580	650	170	990	190	100	700	200	860	510	165	370	900	250	102	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
481	61	704	709	1113	805	934	800	966	862	315	176	383	59	412	405	144	534	239	780	79	440	448	118	551	126	43	483	142	592	425	113	274	649	221	73	
99	1	112	61	53	54	67	63	70	73	89	39	45	4	47	41	8	17	9	68	1	65	44	16	107	15	5	46	18	54	44	17	36	50	15	7	
277	31	344	240	534	581	569	557	614	565	76	5	72	25	91	74	31	49	2	302	42	75	158	36	332	49	52	170	40	214	41	35	60	201	14	22	
99	1	112	61	53	54	67	63	70	73	89	39	45	4	47	41	8	17	9	68	1	65	44	16	107	15	5	46	18	54	44	17	36	50	15	7	
481	61	704	709	1113	805	934	800	966	862	315	176	383	59	412	405	144	534	239	779	79	440	448	118	551	126	43	483	142	592	425	113	274	649	221	73	
14	0	8	14	28	9	14	9	25	16	3	2	7	0	4	10	2	4	1	11	0	8	13	1	10	0	0	10	0	4	9	0	2	11	2	0	
566	62	808	756	1138	850	987	854	1011	919	401	213	421	63	455	436	150	547	247	836	80	497	479	133	648	141	48	519	160	642	460	130	308	688	234	80	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	0	1	6	4	5	1	8	7	5	3	4	4	0	1	5	0	1	1	6	0	5	8	0	3	1	0	2	0	4	7	2	3	4	1	0	
92	11	125	125	230	169	180	147	137	160	33	15	49	2	33	38	8	52	37	75	10	41	59	11	107	2	6	43	7	69	44	13	35	58	19	5	
63	5	73	41	132	75	102	93	121	107	46	25	58	8	41	54	11	22	10	74	6	63	48	7	74	8	6	39	14	112	50	13	21	90	19	9	
390	43	588	557	740	580	675	588	719	631	316	165	303	53	373	333	131	465	198	663	64	374	353	113	449	127	36	421	132	425	351	98	249	525	194	66	
5	0	5	8	11	2	10	8	9	7	2	2	3	0	2	4	0	2	0	7	0	8	4	1	5	2	0	3	5	23	2	4	0	5	1	0	
6	2	4	5	11	8	9	5	10	4	0	1	2	0	2	1	0	1	0	6	0	4	2	1	7	1	0	1	2	5	4	0	0	2	0	0	
2	1	9	7	9	6	6	3	5	3	1	1	1	0	1	1	0	3	0	3	0	1	2	0	2	0	0	7	0	4	1	0	0	2	0	0	
3	0	3	7	1	5	4	2	3	2	0	0	1	0	2	0	0	1	1	2	0	1	3	0	1	0	0	3	0	0	1	0	0	2	0	0	
