"УИК №407"	"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	"УИК №434"	"УИК №435"	
2662	911	1540	1332	1698	699	1079	1835	1613	1394	854	1151	330	1991	1746	680	1670	2587	1240	1736	1260	442	1694	1930	1475	1965	95	129	105	
2800	900	1500	1350	1800	700	1100	1850	1550	1350	800	1100	300	1950	1900	600	1700	2600	1250	1750	1300	450	1700	1950	1450	1800	500	500	500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1635	646	1131	974	1297	578	731	1364	1247	1224	735	885	246	1363	1390	505	1316	1722	736	1319	705	437	988	1118	883	1021	91	127	101	
31	51	89	36	175	22	190	234	223	18	51	150	49	75	102	71	113	458	75	246	219	0	58	190	45	66	0	0	0	
1134	203	280	340	328	100	179	252	80	108	14	65	5	512	408	24	271	420	439	185	376	13	654	642	522	713	409	373	399	
31	51	89	36	175	22	190	234	223	18	51	150	49	75	102	71	113	458	75	246	219	0	58	190	45	66	0	0	0	
1635	646	1131	974	1297	578	731	1364	1247	1224	735	885	246	1363	1390	505	1316	1722	736	1319	705	437	988	1118	882	1021	91	127	101	
33	7	24	18	14	21	11	0	23	14	4	13	1	22	6	7	16	13	6	13	10	0	15	3	17	22	0	2	1	
1633	690	1196	992	1458	579	910	1598	1447	1228	782	1022	294	1416	1486	569	1413	2167	805	1552	914	437	1031	1305	910	1065	91	125	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	6	9	4	2	2	5	19	4	3	2	6	1	10	0	3	13	8	9	7	8	0	5	3	2	9	0	0	2	
330	87	167	152	215	71	101	105	144	57	87	60	36	209	47	55	151	247	140	145	86	3	139	155	157	190	17	23	11	
88	31	63	57	65	29	43	60	73	50	7	9	24	66	85	17	49	30	39	42	27	6	60	35	67	46	1	7	1	
1132	556	930	752	1132	465	736	1382	1181	1087	679	927	223	1090	1268	476	1157	1861	594	1327	776	428	801	1102	646	777	64	92	76	
30	4	3	12	15	5	8	4	24	12	3	9	1	20	57	4	14	3	12	12	10	0	10	2	11	17	5	1	1	
11	3	5	5	10	3	8	12	5	5	0	1	5	9	21	4	9	5	1	13	3	0	5	2	11	6	1	0	2	
18	1	7	5	10	1	6	4	5	10	0	5	2	7	8	7	12	3	4	1	2	0	4	3	8	8	1	1	5	
16	2	12	5	9	3	3	12	11	4	4	5	2	5	0	3	8	10	6	5	2	0	7	3	8	12	2	1	2	
