"УИК №569"	"УИК №570"	"УИК №571"	"УИК №572"	"УИК №573"	"УИК №574"	"УИК №575"	"УИК №576"	"УИК №577"	"УИК №578"	"УИК №579"	"УИК №580"	"УИК №581"	"УИК №582"	"УИК №583"	"УИК №584"	"УИК №585"	"УИК №586"	"УИК №587"	"УИК №588"	"УИК №589"	"УИК №590"	"УИК №591"	"УИК №592"	"УИК №593"	"УИК №594"	"УИК №595"	"УИК №596"	"УИК №597"	"УИК №598"	
2116	2245	2254	1363	1687	2070	1462	2563	2335	2265	2334	2146	272	2473	2132	1866	2140	1991	1814	1983	1431	1435	1904	1690	2231	1949	1772	2241	2327	379	
1930	2050	2020	1220	1530	1920	1330	2300	2150	2120	2140	1940	270	2290	2000	1720	1920	1840	1670	1850	1300	1300	1750	1570	2060	1730	1640	2080	2170	380	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1812	1708	1384	897	1488	1749	1201	1506	1877	1604	1453	1771	229	2181	1683	1520	1734	1635	1487	1620	1149	1227	1195	1430	2002	1700	1208	1374	1960	228	
71	45	37	30	23	49	86	33	84	50	44	18	37	20	100	27	25	56	33	45	61	28	12	24	27	16	42	54	40	151	
47	297	599	293	19	122	43	761	189	466	643	151	4	89	217	173	161	149	150	185	90	45	543	116	31	14	390	652	170	1	
71	45	37	30	23	49	86	33	84	50	44	18	37	20	100	27	25	56	33	45	61	28	12	24	27	16	42	54	40	151	
1812	1708	1384	897	1488	1749	1201	1493	1877	1604	1453	1771	229	2181	1679	1520	1734	1635	1487	1620	1149	1227	1195	1430	2002	1700	1208	1374	1960	228	
4	23	30	15	11	7	5	21	27	3	27	20	0	28	33	12	3	12	17	10	16	13	21	7	2	7	2	15	27	0	
1879	1730	1391	912	1500	1791	1282	1505	1934	1651	1470	1769	266	2173	1746	1535	1756	1679	1503	1655	1194	1242	1186	1447	2027	1709	1248	1413	1973	379	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	18	10	9	6	5	1	11	6	10	4	8	0	2	6	10	35	9	18	9	6	2	9	9	25	16	8	11	12	1	
74	128	158	113	89	143	114	121	150	158	225	177	7	118	233	154	88	149	98	150	92	48	187	105	96	116	141	234	182	3	
61	38	159	105	59	90	100	80	141	118	119	110	3	35	154	117	70	87	45	91	80	29	136	46	72	55	43	135	151	6	
1732	1469	1003	652	1301	1449	1051	1233	1571	1307	1048	1431	256	1988	1288	1198	1442	1400	1256	1368	979	1152	809	1249	1724	1454	1026	970	1576	368	
3	24	30	14	18	21	11	22	30	21	35	20	0	14	26	30	11	16	15	11	19	3	18	16	28	17	8	25	15	0	
2	15	7	11	9	71	0	12	17	8	11	5	0	4	8	6	45	6	21	11	5	2	9	6	15	15	15	14	9	0	
4	14	8	3	5	2	1	9	9	13	12	6	0	3	18	10	26	8	16	9	8	4	7	5	26	13	2	13	13	0	
2	24	16	5	13	10	4	17	10	16	16	12	0	9	13	10	39	4	34	6	5	2	11	11	41	23	5	11	15	1	
