"УИК №466"	"УИК №467"	"УИК №468"	"УИК №469"	"УИК №470"	"УИК №471"	"УИК №472"	"УИК №473"	"УИК №474"	"УИК №475"	"УИК №476"	"УИК №477"	"УИК №478"	"УИК №479"	"УИК №480"	"УИК №481"	"УИК №482"	"УИК №483"	"УИК №484"	"УИК №485"	"УИК №486"	
1681	1504	177	273	222	375	389	461	185	182	302	382	83	109	185	153	1946	1528	243	92	143	
1750	1600	170	280	240	410	400	470	190	220	330	380	80	100	190	150	1900	1550	250	90	140	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
907	890	80	122	102	181	210	259	85	98	189	186	46	57	108	74	1257	809	165	45	68	
80	47	13	26	4	35	61	34	10	31	23	28	9	18	11	2	37	58	4	7	10	
763	663	77	132	134	194	129	177	95	91	118	166	25	25	71	74	606	683	81	38	62	
80	47	13	26	4	35	61	34	10	31	23	28	9	18	11	2	37	58	4	7	10	
907	890	80	122	102	181	210	259	85	98	189	186	46	57	108	74	1256	809	165	45	68	
11	8	0	2	1	3	5	2	1	0	0	3	0	0	0	0	13	17	6	1	1	
976	929	93	146	105	213	266	291	94	129	212	211	55	75	119	76	1280	850	163	51	77	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	5	0	1	0	3	3	0	3	3	2	0	0	0	1	0	13	8	2	1	0	
128	92	15	16	8	18	9	23	15	13	10	14	1	3	9	7	142	92	8	4	4	
88	90	5	11	4	23	24	30	8	18	33	30	5	9	10	12	145	103	12	2	7	
718	710	70	114	91	164	222	233	68	92	156	159	49	58	96	56	936	620	138	44	66	
16	14	2	2	1	3	5	4	0	0	6	3	0	2	1	1	13	4	1	0	0	
9	2	0	1	0	0	1	1	0	2	2	1	0	3	1	0	8	5	0	0	0	
7	5	0	1	0	1	1	0	0	1	2	0	0	0	0	0	8	8	1	0	0	
5	11	1	0	1	1	1	0	0	0	1	4	0	0	1	0	15	10	1	0	0	
