"УИК №975"	"УИК №976"	"УИК №977"	"УИК №978"	"УИК №979"	"УИК №981"	"УИК №982"	"УИК №983"	"УИК №984"	"УИК №985"	"УИК №986"	"УИК №987"	"УИК №988"	"УИК №989"	"УИК №990"	"УИК №991"	"УИК №992"	"УИК №993"	"УИК №994"	"УИК №995"	"УИК №996"	"УИК №997"	"УИК №998"	"УИК №999"	"УИК №1000"	"УИК №1001"	"УИК №1002"	"УИК №1003"	"УИК №1004"	"УИК №1005"	"УИК №1006"	"УИК №1007"	"УИК №1008"	"УИК №1009"	
36	306	1103	384	39	153	433	1240	1498	135	1662	1142	1077	645	1185	1723	1160	605	1132	954	422	2661	2380	156	536	2205	70	2148	1089	426	1117	420	762	28	
38	380	1430	520	45	205	440	1370	1575	135	1590	1040	970	532	1080	1660	1080	715	1380	1125	515	2400	2320	195	580	2350	80	2320	1250	565	1360	485	940	30	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25	242	652	297	39	113	256	642	887	53	924	606	597	397	633	928	567	437	654	530	265	1518	1348	107	440	1486	56	1086	668	278	675	283	548	26	
0	13	64	13	0	22	18	118	60	22	29	49	34	7	66	27	20	26	59	37	12	28	26	0	10	39	6	70	42	42	43	18	37	0	
13	125	714	210	6	70	166	610	628	60	637	385	339	128	381	705	493	252	667	558	238	854	946	88	130	825	18	1164	540	245	642	184	355	4	
0	13	64	13	0	22	18	118	60	22	29	49	34	7	66	27	20	26	59	37	12	28	26	0	10	39	6	70	42	42	43	18	37	0	
25	242	652	297	39	113	256	642	887	53	923	606	597	397	633	928	567	437	654	530	265	1518	1339	107	440	1485	56	1086	668	278	675	283	548	26	
0	9	14	9	0	2	2	12	10	0	12	4	10	5	5	9	4	4	8	7	6	16	14	4	3	18	4	13	7	3	13	6	3	0	
25	246	702	301	39	133	272	748	937	75	940	651	621	399	694	946	583	459	705	560	271	1530	1351	103	447	1506	58	1143	703	317	705	295	582	26	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	7	3	4	1	1	6	3	0	5	6	7	5	4	2	6	3	3	2	2	7	10	0	3	14	1	9	1	2	7	0	2	0	
0	53	116	45	1	17	35	98	221	21	216	122	126	84	109	177	116	44	134	73	77	269	220	7	55	249	11	171	114	24	135	20	65	0	
1	9	55	31	8	5	27	69	74	6	54	47	46	23	46	69	38	35	44	45	29	142	122	4	35	149	7	136	49	28	74	29	52	0	
24	181	517	211	26	108	206	567	621	47	630	457	425	268	516	677	407	371	514	430	156	1075	972	91	349	1065	38	790	522	258	467	238	448	26	
0	2	4	6	0	2	1	3	9	0	21	5	5	3	8	10	5	3	3	1	4	12	13	0	0	8	0	13	7	2	8	4	8	0	
0	0	2	1	0	0	1	3	5	0	4	5	4	6	5	5	6	2	5	4	0	7	6	0	3	8	1	15	4	2	8	3	2	0	
0	0	0	4	0	0	1	1	3	1	5	5	3	3	2	2	1	1	2	3	2	7	4	1	0	8	0	2	2	1	5	1	3	0	
0	1	1	0	0	0	0	1	1	0	5	4	5	7	4	4	4	0	0	2	1	11	4	0	2	5	0	7	4	0	1	0	2	0	
