"УИК №1501"	"УИК №1502"	"УИК №1503"	"УИК №1504"	"УИК №1505"	"УИК №1506"	"УИК №1507"	"УИК №1508"	"УИК №1509"	"УИК №1510"	"УИК №1511"	"УИК №1512"	"УИК №1513"	"УИК №1514"	"УИК №1515"	"УИК №1516"	"УИК №1517"	"УИК №1518"	"УИК №1519"	"УИК №1520"	"УИК №1521"	"УИК №1522"	"УИК №1523"	"УИК №1524"	"УИК №1525"	"УИК №1526"	
1359	2245	1532	2012	1696	1132	1705	815	1747	2125	1896	1783	1539	1701	1396	1170	1285	1724	1953	1905	1256	1612	962	1772	1892	164	
1350	2100	1400	1950	1600	950	1500	700	1650	1900	1650	1600	1400	1250	1450	1000	1150	1600	1700	1750	1150	1450	850	1650	1750	155	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1146	1078	745	980	859	508	963	466	1135	1199	1083	1104	921	965	835	667	671	969	1187	1028	603	827	416	1083	987	99	
8	69	12	85	27	54	38	32	63	104	40	75	69	101	37	96	33	50	72	65	45	39	37	50	37	48	
196	953	643	885	714	388	499	202	452	597	527	421	410	184	578	237	446	581	441	657	502	584	397	517	726	8	
8	69	12	85	27	54	38	32	63	104	40	75	69	101	37	96	33	50	72	65	45	39	37	50	37	48	
1146	1078	744	980	859	508	962	466	1135	1198	1083	1104	921	965	835	667	671	969	1187	1028	603	827	416	1083	984	99	
13	26	12	11	11	6	18	9	10	8	15	16	13	9	15	15	9	17	16	17	10	14	5	24	18	4	
1141	1121	744	1054	875	556	982	489	1188	1294	1108	1163	977	1057	857	748	695	1002	1243	1076	638	852	448	1109	1003	143	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	1	6	6	5	3	3	1	10	9	6	5	6	8	7	2	3	12	3	3	1	5	2	10	7	1	
202	297	181	263	214	135	240	111	261	298	305	277	223	235	230	114	177	234	307	257	149	192	119	298	222	24	
123	127	84	122	90	56	108	43	102	113	107	86	74	88	55	93	64	90	128	136	69	119	49	106	97	18	
752	670	453	631	537	349	610	317	773	828	649	768	643	684	527	527	437	646	777	649	401	521	270	668	647	94	
31	10	12	18	11	4	12	6	13	21	14	12	10	12	13	4	5	5	11	14	9	8	3	8	10	2	
5	6	2	3	6	1	3	6	6	11	9	6	8	10	9	4	4	5	5	2	4	3	1	8	8	2	
15	8	2	4	5	5	4	4	9	8	9	4	7	7	7	3	1	3	4	6	3	3	2	4	6	1	
8	2	4	7	7	3	2	1	14	6	9	5	6	13	9	1	4	7	8	9	2	1	2	7	6	1	
