"УИК №2601"	"УИК №2602"	"УИК №2603"	"УИК №2604"	"УИК №2605"	"УИК №2606"	"УИК №2607"	"УИК №2608"	"УИК №2609"	"УИК №2610"	"УИК №2611"	"УИК №2612"	"УИК №2613"	"УИК №2614"	"УИК №2615"	"УИК №2616"	"УИК №2617"	"УИК №2618"	"УИК №2619"	"УИК №2620"	"УИК №2621"	"УИК №2622"	"УИК №2623"	"УИК №2624"	"УИК №2625"	"УИК №2626"	"УИК №2627"	
1237	765	1680	298	1429	1173	709	390	1216	1459	485	1393	1148	212	342	524	490	134	153	300	498	342	338	98	105	189	800	
1200	650	1600	240	1350	1100	650	300	1150	1450	450	1350	1100	200	300	450	400	124	150	250	450	300	300	100	102	160	800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
659	438	1103	205	816	699	361	220	698	738	244	777	679	93	155	266	285	97	95	164	246	216	206	15	82	112	386	
80	64	59	11	58	54	31	30	87	89	107	78	81	40	53	64	42	5	15	22	62	56	36	55	6	9	85	
461	148	438	24	476	347	258	50	365	623	99	495	340	67	92	120	73	22	40	64	142	28	58	30	14	39	329	
80	64	59	11	58	54	31	30	87	89	107	78	81	40	53	64	42	5	15	22	62	56	36	55	6	9	85	
659	438	1103	205	816	699	361	220	698	738	244	777	679	93	155	266	285	97	95	164	246	216	206	15	82	112	386	
10	6	14	4	14	4	3	2	6	7	0	10	5	4	2	3	1	0	0	4	2	2	2	0	0	0	3	
729	496	1148	212	860	749	389	248	779	820	351	845	755	129	206	327	326	102	110	182	306	270	240	70	88	121	468	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	8	6	1	4	8	0	0	7	8	2	7	9	0	2	3	3	0	0	0	4	4	1	0	0	2	3	
66	52	112	18	80	82	33	13	84	75	18	78	80	7	31	17	32	4	8	22	35	16	16	6	4	13	44	
44	42	67	26	65	57	39	17	61	71	13	63	67	4	13	37	26	6	3	10	27	20	17	8	0	5	32	
580	364	896	162	688	561	298	208	589	634	310	650	570	115	159	263	260	87	97	145	228	222	194	55	82	98	374	
10	9	21	1	11	15	5	6	13	14	1	15	11	2	1	3	3	0	0	3	4	6	2	0	2	0	5	
6	6	11	1	1	7	3	1	8	6	3	13	7	0	0	3	0	1	0	1	2	1	2	0	0	3	2	
7	14	16	2	8	13	6	3	6	4	3	8	6	1	0	0	2	4	1	0	4	0	5	1	0	0	5	
7	1	19	1	3	6	5	0	11	8	1	11	5	0	0	1	0	0	1	1	2	1	3	0	0	0	3	
