"УИК №347"	"УИК №348"	"УИК №349"	"УИК №350"	"УИК №351"	"УИК №352"	"УИК №353"	"УИК №354"	"УИК №355"	"УИК №356"	"УИК №357"	"УИК №358"	"УИК №359"	"УИК №360"	"УИК №361"	"УИК №362"	"УИК №363"	"УИК №364"	"УИК №365"	"УИК №366"	"УИК №367"	"УИК №368"	"УИК №369"	"УИК №370"	"УИК №464"	"УИК №465"	
379	1213	1186	1490	1398	1392	1444	521	1768	2251	2046	2513	1926	1079	832	1223	1326	1393	326	660	1530	2447	175	363	722	699	
369	1182	1155	1452	1362	1356	1407	507	1722	2193	1993	2448	1876	1051	810	1191	1292	1357	317	643	1490	2383	170	353	722	699	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
358	1155	1139	1404	1291	1319	1378	490	1659	2179	1966	2428	1860	1038	786	1178	1266	1332	304	623	1460	2354	157	342	722	699	
2	10	11	38	47	22	10	5	32	4	11	7	4	3	14	5	19	16	2	8	19	23	3	5	0	0	
9	17	5	10	24	15	19	12	31	10	16	13	12	10	10	8	7	9	11	12	11	6	10	6	0	0	
2	10	11	38	47	22	10	5	32	4	11	7	4	3	14	5	19	16	2	8	19	23	3	5	0	0	
358	1155	1139	1404	1291	1319	1378	490	1659	2179	1966	2428	1860	1038	786	1178	1266	1332	304	623	1460	2354	157	342	722	699	
0	0	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	0	1	1	2	1	
360	1165	1149	1441	1337	1340	1387	493	1690	2182	1976	2434	1863	1040	798	1181	1284	1346	305	629	1478	2377	159	346	720	698	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	18	9	5	4	15	0	7	2	27	0	4	2	7	6	9	2	34	17	24	0	32	9	17	6	12	
17	59	38	7	4	99	2	17	3	59	2	39	59	19	16	17	23	19	10	14	5	52	67	39	17	92	
15	22	23	10	1	9	1	6	1	12	1	6	2	6	4	2	3	1	2	2	1	2	4	3	2	1	
280	1014	1001	1411	1320	1166	1376	404	1671	2009	1968	2334	1765	964	735	1128	1218	1217	256	548	1467	2247	64	267	675	581	
1	1	1	1	1	1	0	1	2	2	1	2	1	1	1	1	2	1	1	1	0	2	1	1	1	1	
10	7	21	2	2	17	1	11	1	23	0	18	15	17	6	5	11	9	2	5	1	7	6	4	3	2	
5	15	21	4	2	19	3	13	4	16	1	9	5	10	9	7	15	56	15	21	3	26	4	2	9	6	
23	29	35	1	3	14	4	34	6	34	3	22	14	16	21	12	10	9	2	14	1	9	4	13	7	3	
