"УИК №214"	"УИК №215"	"УИК №216"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №232"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	
421	419	329	356	1000	1285	719	1166	966	911	1421	1833	1500	1321	1078	1146	752	210	283	333	136	
460	410	370	400	1070	1400	800	1230	950	1000	1550	1920	1600	1400	1120	1200	730	230	320	380	160	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
236	265	143	141	503	578	353	542	518	426	712	846	781	641	514	520	397	102	122	167	58	
10	4	11	33	7	21	5	14	10	21	28	44	87	25	13	30	33	7	11	12	4	
214	141	216	226	560	801	442	674	422	553	810	1030	732	734	593	650	300	121	187	201	98	
10	4	11	33	7	21	5	14	10	21	28	44	87	25	13	30	33	7	11	12	4	
236	265	143	141	503	578	353	542	518	426	712	846	781	641	514	520	397	102	122	167	58	
5	4	4	0	6	11	6	4	12	14	7	17	18	16	7	9	9	1	0	5	0	
241	265	150	174	504	588	352	552	516	433	733	873	850	650	520	541	421	108	133	174	62	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	2	0	3	0	1	5	3	2	5	5	6	5	4	2	5	0	1	1	0	
34	28	13	53	140	175	95	119	126	126	163	191	191	133	101	89	64	8	33	30	6	
19	22	20	13	59	47	41	66	63	39	69	59	76	52	43	74	44	10	8	8	3	
181	209	112	108	286	346	206	350	305	252	478	601	550	447	358	360	298	88	90	133	51	
2	4	2	0	6	11	1	2	6	6	10	5	9	4	7	3	1	0	0	0	2	
1	2	1	0	5	5	4	3	3	3	4	5	9	4	4	8	4	1	1	2	0	
1	0	0	0	5	1	2	4	6	2	2	3	2	1	2	4	0	0	0	0	0	
3	0	0	0	0	3	2	3	4	3	2	4	7	4	1	1	5	1	0	0	0	
