"УИК №839"	"УИК №840"	"УИК №841"	"УИК №842"	"УИК №843"	"УИК №844"	"УИК №845"	"УИК №846"	"УИК №847"	"УИК №848"	"УИК №849"	"УИК №850"	"УИК №851"	"УИК №852"	"УИК №853"	"УИК №854"	"УИК №855"	"УИК №856"	"УИК №857"	"УИК №858"	"УИК №859"	"УИК №860"	"УИК №861"	"УИК №862"	"УИК №863"	"УИК №864"	"УИК №865"	"УИК №866"	"УИК №867"	"УИК №868"	"УИК №869"	"УИК №870"	"УИК №871"	"УИК №872"	"УИК №873"	"УИК №874"	"УИК №875"	"УИК №876"	"УИК №877"	"УИК №878"	"УИК №879"	"УИК №881"	"УИК №2279"	
1032	659	1030	661	947	1035	306	115	125	349	139	726	147	119	1148	380	76	20	219	155	480	16	120	259	31	743	99	54	117	270	124	42	1270	148	110	95	513	173	97	158	557	467	62	
1000	620	920	610	880	1000	300	119	126	330	138	700	153	123	1200	360	75	20	210	160	460	23	123	250	31	720	99	56	115	270	125	45	1200	145	114	87	480	170	95	158	520	454	62	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	
707	417	547	408	710	491	214	85	100	231	102	381	95	83	740	256	69	18	149	122	329	8	101	205	24	543	93	51	90	200	91	35	637	101	64	78	369	108	54	112	370	297	42	
58	68	99	41	60	92	18	16	6	12	17	73	18	10	65	51	5	1	6	10	36	5	11	13	4	60	4	0	11	27	18	4	166	22	21	6	19	4	3	12	62	31	12	
235	135	274	161	110	417	68	18	20	87	19	246	40	30	395	53	1	1	55	28	95	10	11	32	3	117	2	5	14	43	16	6	397	22	29	3	92	58	38	34	88	85	8	
58	68	99	41	60	92	18	16	6	12	17	73	18	10	65	51	5	1	6	10	36	5	11	13	4	60	4	0	11	27	18	4	166	22	21	6	19	4	3	12	62	72	12	
707	417	547	408	710	491	214	85	100	231	102	381	95	83	740	256	69	18	149	122	329	8	101	205	24	543	93	51	90	200	91	35	637	101	64	78	369	108	54	112	370	297	42	
8	8	14	8	8	7	4	3	0	6	2	6	1	0	7	4	0	0	0	0	1	0	3	0	0	3	2	0	3	0	0	0	8	1	2	3	6	3	0	0	2	2	2	
757	477	632	441	762	576	228	98	106	237	117	448	112	93	798	303	74	19	155	132	364	13	109	218	28	600	95	51	98	227	109	39	795	122	83	81	382	109	57	124	430	367	52	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	1	2	3	7	5	1	1	0	1	1	4	0	0	7	1	0	0	0	0	4	0	1	1	0	2	0	1	0	0	0	0	8	0	0	1	3	0	0	0	2	4	0	
106	53	68	64	106	56	21	3	4	39	13	55	9	14	149	39	11	2	15	12	16	1	3	26	0	42	6	2	5	19	8	1	73	14	9	6	22	5	6	8	32	21	2	
41	31	63	48	60	50	17	11	7	21	13	38	10	5	41	29	3	1	9	15	26	0	2	12	8	41	8	5	13	16	6	1	57	4	3	5	47	12	7	13	35	34	5	
591	384	485	315	576	449	187	82	94	175	88	343	91	71	586	228	60	15	125	104	314	12	103	177	19	497	81	43	80	190	94	37	637	102	71	68	305	91	44	103	352	292	45	
4	1	5	6	5	7	1	0	1	0	0	3	2	1	4	2	0	0	3	0	1	0	0	1	0	9	0	0	0	1	1	0	7	2	0	1	1	1	0	0	4	9	0	
2	5	5	4	2	5	0	0	0	1	2	3	0	2	6	1	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	7	0	0	0	2	0	0	0	2	3	0	
3	1	3	0	5	2	0	0	0	0	0	1	0	0	3	2	0	0	1	0	1	0	0	0	1	4	0	0	0	1	0	0	2	0	0	0	1	0	0	0	2	4	0	
5	1	1	1	1	2	1	1	0	0	0	1	0	0	2	1	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	
