"УИК №1682"	"УИК №1683"	"УИК №1684"	"УИК №1685"	"УИК №1686"	"УИК №1687"	"УИК №1688"	"УИК №1689"	"УИК №1690"	"УИК №1691"	"УИК №1692"	"УИК №1693"	"УИК №1694"	"УИК №1695"	"УИК №1696"	"УИК №1697"	"УИК №1698"	"УИК №1699"	"УИК №1700"	"УИК №1701"	"УИК №1702"	"УИК №1704"	"УИК №1705"	"УИК №1706"	"УИК №1707"	"УИК №1708"	"УИК №1709"	"УИК №1710"	"УИК №1711"	"УИК №1712"	"УИК №1713"	"УИК №1714"	"УИК №1715"	"УИК №1717"	"УИК №1718"	"УИК №1719"	"УИК №1720"	"УИК №1721"	"УИК №1722"	"УИК №1723"	"УИК №1724"	"УИК №1725"	"УИК №1726"	"УИК №1727"	
781	440	167	386	255	165	403	61	160	372	622	178	166	223	962	415	424	93	171	209	480	399	137	69	305	78	190	833	234	139	1831	1934	2217	666	167	523	155	117	207	171	559	223	174	252	
805	480	170	375	222	170	428	59	157	371	655	169	175	221	1013	444	441	98	171	214	543	426	146	79	322	80	193	869	243	159	1865	1929	2275	681	166	566	153	119	209	181	604	228	181	255	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
517	258	111	248	151	108	258	41	116	258	443	131	127	156	583	256	303	74	93	131	345	256	89	57	269	58	136	572	166	67	1165	1225	1552	478	112	336	116	70	139	127	364	145	109	175	
40	51	8	30	19	0	35	3	10	16	29	6	11	12	81	42	35	2	8	21	29	27	7	0	13	5	21	30	8	6	75	146	67	38	5	21	9	10	18	18	45	13	7	11	
248	171	51	97	52	62	135	15	31	97	183	32	37	53	349	146	103	22	70	62	169	143	50	22	40	17	36	267	69	86	625	558	656	165	49	209	28	39	52	36	195	70	65	69	
40	51	8	30	19	0	35	3	10	16	29	6	11	12	81	42	35	2	8	21	29	27	7	0	13	5	21	30	8	6	75	146	67	38	5	21	9	10	18	18	45	13	7	11	
517	258	111	248	151	108	258	41	116	258	443	131	127	156	583	256	303	74	93	131	345	256	89	57	269	58	136	572	166	67	1165	1225	1552	478	112	336	116	70	139	127	364	145	109	175	
10	1	0	1	2	0	2	0	0	2	3	4	1	0	9	2	2	0	0	2	1	11	0	0	10	0	1	4	1	0	18	14	20	6	1	5	1	0	2	1	4	1	2	1	
547	308	119	277	168	108	291	44	126	272	469	133	137	168	655	296	336	76	101	150	373	272	96	57	272	63	156	598	173	73	1222	1357	1599	510	116	352	124	80	155	144	405	157	114	185	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	1	0	3	1	0	1	0	1	1	1	0	2	0	3	2	1	0	0	0	2	1	1	0	0	0	0	2	0	0	7	10	10	0	0	1	0	1	0	2	3	1	0	1	
69	31	15	35	28	5	24	2	7	10	51	13	14	8	118	29	40	0	11	11	64	38	5	8	44	4	43	65	8	7	214	237	322	65	11	38	12	2	26	30	63	12	12	13	
48	44	12	36	33	17	30	9	18	23	45	13	11	16	51	21	36	1	8	16	22	29	13	2	14	1	7	38	6	7	118	105	117	43	9	36	17	12	20	7	38	10	7	17	
419	227	87	194	100	86	231	32	96	231	366	107	107	142	464	240	253	75	82	120	283	197	75	44	211	57	106	491	158	57	856	986	1122	396	94	274	95	64	106	102	299	134	92	151	
1	0	0	2	3	0	0	0	3	1	0	0	1	1	8	2	2	0	0	2	0	1	2	3	1	0	0	2	0	1	11	3	9	2	1	1	0	0	0	2	1	0	1	0	
6	2	3	4	2	0	3	1	1	4	4	0	2	1	10	1	2	0	0	1	1	4	0	0	2	1	0	0	1	1	10	11	3	2	1	1	0	1	2	0	1	0	0	1	
2	1	2	1	1	0	2	0	0	1	2	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	10	1	0	1	0	0	1	0	0	0	1	2	
0	2	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	3	6	1	0	0	0	0	0	1	0	0	1	0	
