"УИК №142"	"УИК №143"	"УИК №144"	"УИК №145"	"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	"УИК №150"	"УИК №151"	"УИК №152"	"УИК №153"	"УИК №154"	"УИК №155"	"УИК №156"	"УИК №157"	"УИК №158"	"УИК №159"	"УИК №160"	"УИК №161"	"УИК №162"	"УИК №163"	"УИК №164"	"УИК №165"	"УИК №166"	"УИК №878"	"УИК №879"	
1580	1776	1659	1838	2200	2313	2304	1978	1595	1697	2118	1599	883	3036	2307	2594	2256	1721	1989	2091	2174	2243	2236	2401	2205	95	185	
1400	1450	1500	1700	2000	2100	2100	1800	1450	1600	2000	1450	750	2700	2200	2400	2000	1600	1800	1900	2000	2100	2000	2200	2000	95	185	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
990	1036	1019	1107	1494	1505	1528	1282	926	994	1328	1017	549	2379	1323	1528	1076	931	1184	1270	1342	1247	1158	1322	1102	34	118	
38	36	46	41	29	52	24	33	43	47	48	33	13	58	42	55	126	28	52	32	69	44	51	70	82	61	58	
372	378	435	552	477	543	548	485	481	559	624	400	188	263	835	817	798	641	564	598	589	809	791	808	816	0	9	
38	36	46	41	29	52	24	33	43	47	48	33	13	58	42	55	126	28	52	32	69	44	51	70	82	61	58	
990	1036	1019	1107	1493	1504	1528	1282	926	994	1328	1016	549	2379	1323	1526	1075	931	1182	1270	1342	1247	1158	1321	1102	34	118	
7	16	8	11	13	16	15	26	6	17	9	12	10	21	16	13	12	11	5	14	14	8	11	11	6	1	2	
1021	1056	1057	1137	1509	1540	1537	1289	963	1024	1367	1037	552	2416	1349	1568	1189	948	1229	1288	1397	1283	1198	1380	1178	94	174	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	8	11	11	11	11	12	14	12	10	10	17	6	19	8	10	6	7	5	16	11	9	4	9	1	2	2	
108	150	137	142	213	218	186	143	103	153	201	137	79	228	141	172	155	118	143	137	157	154	135	177	134	7	13	
85	100	82	79	104	128	107	101	74	64	96	63	35	109	61	89	84	76	94	119	120	100	94	101	100	8	20	
747	695	742	831	1071	1059	1121	941	695	747	927	720	380	1910	1051	1188	871	685	885	912	1012	945	903	1018	895	74	125	
29	47	35	27	34	51	44	32	29	16	50	39	26	76	40	49	31	19	38	47	50	35	25	28	23	1	11	
2	4	8	9	9	11	10	8	8	4	10	9	2	16	11	11	10	7	10	12	8	11	6	13	6	1	1	
14	17	16	13	19	30	27	16	14	14	23	24	9	19	15	19	18	15	23	13	16	12	11	12	9	0	1	
26	35	26	25	48	32	30	34	28	16	50	28	15	39	22	30	14	21	31	32	23	17	20	22	10	1	1	
