"УИК №2501"	"УИК №2502"	"УИК №2503"	"УИК №2504"	"УИК №2505"	"УИК №2506"	"УИК №2507"	"УИК №2508"	"УИК №2509"	"УИК №2510"	"УИК №2511"	"УИК №2512"	"УИК №2513"	"УИК №2514"	"УИК №2515"	"УИК №2516"	"УИК №2517"	"УИК №2518"	"УИК №2519"	"УИК №2520"	"УИК №2521"	"УИК №2522"	"УИК №2523"	"УИК №2524"	"УИК №2525"	"УИК №2526"	"УИК №2527"	"УИК №2528"	"УИК №2529"	"УИК №2530"	"УИК №2531"	"УИК №2532"	"УИК №2533"	"УИК №2534"	"УИК №2535"	"УИК №2536"	
1075	149	151	755	710	698	108	1194	385	433	241	896	142	331	242	184	667	110	100	396	1291	257	974	103	261	126	637	215	881	1003	242	836	202	94	990	228	
1150	160	200	790	730	720	110	1260	410	520	270	990	140	370	260	195	730	120	100	430	1395	280	1030	140	260	140	690	220	810	1040	250	920	220	90	1100	280	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
551	77	79	464	382	448	78	523	190	199	153	461	114	200	134	107	379	71	65	289	720	142	516	88	186	85	387	129	492	568	125	553	112	51	569	154	
298	48	50	119	133	44	13	160	51	146	41	134	13	36	31	5	87	18	20	47	188	51	117	14	28	12	113	34	114	112	43	65	41	32	148	36	
301	35	71	207	215	228	19	577	169	175	76	395	13	134	95	83	264	31	15	94	487	87	397	38	46	43	190	57	204	360	82	302	67	7	383	90	
298	48	50	119	133	44	13	160	51	146	41	134	13	36	31	5	87	18	20	47	188	51	117	14	28	12	113	34	114	112	43	65	41	32	148	36	
551	77	79	464	382	448	78	523	190	199	153	461	114	200	134	107	379	71	65	289	720	142	516	88	186	85	387	129	492	568	125	553	112	51	569	154	
2	0	0	0	3	4	0	0	5	0	0	5	0	1	0	0	2	1	0	5	8	1	7	0	2	0	2	0	2	2	1	12	0	0	2	0	
847	125	129	583	512	488	91	683	236	345	194	590	127	235	165	112	464	88	85	331	900	192	626	102	212	97	498	163	604	678	167	606	153	83	715	190	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	0	1	6	3	3	2	1	0	2	3	12	3	2	3	1	2	0	0	1	6	3	4	0	1	1	1	3	1	3	1	7	1	2	5	2	
35	8	6	42	51	75	6	97	9	36	25	81	5	38	12	21	62	19	7	80	154	26	72	11	31	6	87	13	98	116	13	80	29	4	128	30	
50	13	15	44	48	44	7	53	14	12	16	54	11	18	15	11	28	6	4	33	60	9	50	5	6	5	45	15	49	44	7	40	12	4	44	11	
737	103	103	480	402	357	73	504	209	292	146	425	108	170	130	76	361	61	73	202	658	152	483	82	171	85	351	128	445	502	143	465	108	73	526	140	
9	0	2	3	4	5	1	7	1	0	1	5	0	4	0	1	3	2	1	2	7	0	5	1	0	0	1	0	2	3	1	5	1	0	1	1	
8	0	1	1	3	1	0	14	0	3	2	6	0	1	5	0	5	0	0	8	8	1	9	3	3	0	5	3	6	6	2	5	1	0	7	3	
3	1	1	1	1	3	2	6	2	0	1	5	0	1	0	0	2	0	0	2	5	0	0	0	0	0	4	1	0	2	0	2	1	0	4	1	
1	0	0	6	0	0	0	1	1	0	0	2	0	1	0	2	1	0	0	3	2	1	3	0	0	0	4	0	3	2	0	2	0	0	0	2	
