"УИК №3252"	"УИК №3253"	"УИК №3254"	"УИК №3255"	"УИК №3256"	"УИК №3257"	"УИК №3258"	"УИК №3259"	"УИК №3260"	"УИК №3261"	"УИК №3262"	"УИК №3263"	"УИК №3264"	"УИК №3265"	"УИК №3266"	"УИК №3267"	"УИК №3268"	"УИК №3269"	"УИК №3270"	"УИК №3271"	"УИК №3272"	"УИК №3273"	"УИК №3274"	"УИК №3275"	"УИК №3276"	"УИК №3277"	"УИК №3278"	"УИК №3279"	"УИК №3280"	"УИК №3281"	"УИК №3282"	"УИК №3283"	"УИК №3284"	"УИК №3285"	"УИК №3286"	"УИК №3287"	"УИК №3288"	"УИК №3289"	"УИК №3290"	"УИК №3291"	"УИК №3292"	"УИК №3293"	"УИК №3294"	"УИК №3295"	"УИК №3296"	"УИК №3297"	"УИК №3298"	"УИК №3299"	"УИК №3300"	"УИК №3301"	"УИК №3302"	"УИК №3303"	"УИК №3304"	"УИК №3305"	"УИК №3306"	
1180	983	954	761	781	796	1261	575	588	680	804	272	550	83	112	227	146	355	168	204	505	177	252	445	232	638	180	184	150	636	146	665	197	710	712	124	141	362	121	165	90	551	248	251	860	121	69	394	511	119	450	683	366	475	159	
1179	985	956	761	783	801	1259	582	588	681	809	274	551	88	113	226	148	356	170	205	512	186	254	446	234	642	182	185	149	639	149	670	200	714	715	128	145	365	124	167	94	550	249	251	864	123	68	394	515	122	454	687	369	478	161	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
979	873	834	639	665	662	1144	497	518	570	692	244	481	73	95	201	125	322	144	182	390	154	215	384	188	582	150	153	129	548	127	558	171	447	615	113	123	341	109	147	80	418	219	210	739	108	63	346	416	101	381	606	326	413	133	
70	13	37	38	32	44	15	32	19	35	10	7	37	4	10	12	11	9	9	15	84	14	21	39	22	24	13	13	8	31	14	54	20	73	40	9	14	16	9	12	5	53	15	27	82	4	4	31	51	11	33	42	21	18	17	
130	99	85	84	86	95	100	53	51	76	107	23	33	11	8	13	12	25	17	8	38	18	18	23	24	36	19	19	12	60	8	58	9	194	60	6	8	8	6	8	9	79	15	14	43	11	1	17	48	10	40	39	22	47	11	
70	13	37	38	32	44	15	32	19	35	10	7	37	4	10	12	11	9	9	15	84	14	21	39	22	24	13	13	8	31	14	54	20	73	40	9	14	16	9	12	5	53	15	27	82	4	4	31	51	11	33	42	21	18	17	
979	873	834	639	665	662	1144	497	518	570	692	244	481	73	95	201	125	322	144	182	390	154	215	384	188	582	150	153	129	548	127	558	171	447	615	113	123	341	109	147	80	418	219	210	739	108	63	346	416	101	381	606	326	413	133	
26	10	11	16	0	0	10	5	0	3	12	4	1	1	2	0	0	4	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	5	3	0	0	0	0	0	0	4	3	0	
1023	876	860	661	697	706	1149	524	537	602	690	247	517	76	103	213	136	327	152	196	474	166	235	423	210	606	163	166	137	579	141	612	191	512	655	122	137	356	118	159	85	471	234	237	816	109	67	377	467	112	414	648	343	428	150	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

17	7	7	3	2	0	5	2	0	4	5	2	1	0	2	0	1	4	0	3	7	1	0	1	0	7	1	3	0	1	0	2	1	1	3	0	0	0	0	0	0	2	0	5	6	2	1	0	4	0	0	4	1	4	1	
174	174	112	39	32	82	203	103	52	72	46	21	48	7	4	23	9	34	20	15	37	9	15	41	29	48	17	11	4	66	15	43	14	79	75	2	8	30	7	13	2	68	28	30	73	10	5	31	65	4	43	97	33	38	14	
51	38	21	30	7	21	45	9	25	14	43	11	15	1	3	11	12	18	6	4	12	5	8	22	13	39	7	4	7	14	7	14	9	25	20	2	7	4	4	0	0	16	12	4	29	3	3	8	11	3	20	16	26	8	6	
706	632	705	568	649	584	849	392	443	496	562	201	440	66	91	167	111	266	125	162	400	147	206	348	168	500	132	140	124	493	119	539	166	389	541	117	121	320	107	145	83	377	190	191	693	92	56	334	374	104	342	521	272	367	128	
18	6	7	7	3	7	26	7	7	5	6	8	5	0	1	5	1	4	0	6	3	3	5	6	0	6	2	1	0	2	0	7	0	4	5	0	1	2	0	1	0	5	1	3	5	0	0	2	6	1	3	1	2	4	1	
26	8	4	9	1	8	9	4	8	6	16	3	5	1	2	3	0	0	0	2	6	0	0	5	0	2	3	6	1	3	0	2	1	3	4	1	0	0	0	0	0	1	3	4	8	2	1	1	3	0	2	3	7	2	0	
18	5	1	5	1	2	5	5	0	4	7	0	2	0	0	2	1	1	0	3	7	1	1	0	0	1	1	0	1	0	0	3	0	3	3	0	0	0	0	0	0	1	0	0	2	0	1	1	1	0	2	3	1	2	0	
13	6	3	0	2	2	7	2	2	1	5	1	1	1	0	2	1	0	1	1	2	0	0	0	0	3	0	1	0	0	0	2	0	8	4	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	3	1	3	0	
