"УИК №475"	"УИК №476"	"УИК №477"	"УИК №478"	"УИК №479"	"УИК №480"	"УИК №481"	"УИК №482"	"УИК №483"	"УИК №484"	"УИК №485"	"УИК №486"	"УИК №487"	"УИК №488"	"УИК №489"	"УИК №490"	"УИК №491"	"УИК №492"	"УИК №493"	"УИК №494"	"УИК №495"	"УИК №496"	
653	764	301	712	126	144	209	284	555	207	295	266	159	218	113	153	339	178	396	440	220	177	
700	800	300	750	110	150	210	250	600	200	300	250	160	210	110	150	350	160	400	450	200	150	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
430	516	211	465	46	60	72	137	272	77	127	158	84	112	59	71	175	73	199	200	145	74	
34	56	16	101	55	45	66	86	114	89	108	61	57	74	37	60	107	67	101	120	44	63	
236	228	73	184	9	45	72	27	214	34	65	31	19	24	14	19	68	20	100	130	11	13	
34	56	16	101	55	45	66	86	114	89	108	61	57	74	37	60	107	67	101	120	44	63	
430	516	211	465	46	60	72	137	272	77	127	158	84	112	59	71	175	73	198	200	145	74	
9	9	1	7	0	0	1	1	5	0	0	4	0	0	0	0	1	0	3	1	0	0	
455	563	226	559	101	105	137	222	381	166	235	215	141	186	96	131	281	140	296	319	189	137	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	7	1	8	0	1	1	0	3	2	2	2	1	0	0	0	1	1	2	0	1	2	
56	52	24	52	11	5	3	10	28	23	8	21	7	10	6	7	17	9	36	32	16	13	
44	62	22	56	5	12	13	20	24	12	7	12	9	16	10	16	19	9	35	23	6	8	
344	417	170	418	85	85	117	187	320	123	215	175	123	160	77	107	239	120	217	254	164	112	
2	12	3	9	0	0	0	3	2	2	2	2	1	0	1	0	5	0	4	5	1	0	
3	3	3	11	0	1	0	1	2	2	1	1	0	0	1	1	0	1	1	2	0	2	
2	6	2	3	0	0	1	1	2	0	0	1	0	0	1	0	0	0	0	1	0	0	
1	4	1	2	0	1	2	0	0	2	0	1	0	0	0	0	0	0	1	2	1	0	
