"УИК №656"	"УИК №657"	"УИК №658"	"УИК №659"	"УИК №660"	"УИК №661"	"УИК №662"	"УИК №663"	"УИК №664"	"УИК №665"	"УИК №666"	"УИК №667"	"УИК №668"	"УИК №669"	"УИК №670"	"УИК №671"	"УИК №672"	"УИК №673"	
172	107	242	555	324	216	296	452	456	253	208	261	158	368	155	2262	2288	1690	
183	104	245	555	327	234	298	471	477	261	216	287	163	400	151	2257	1806	1603	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
128	76	153	446	259	149	242	398	339	193	117	187	123	193	128	1066	1351	956	
26	9	78	103	38	49	46	40	87	51	65	56	29	41	19	624	83	84	
29	19	14	6	30	36	10	33	51	17	34	44	11	166	4	567	372	563	
26	9	78	103	38	49	46	40	87	51	65	56	29	41	19	624	83	84	
128	76	153	446	259	149	242	398	339	193	117	187	123	193	128	1066	1351	956	
0	0	3	0	0	0	1	0	1	0	1	5	3	3	0	19	21	12	
154	85	228	549	297	198	287	438	425	244	181	238	149	231	147	1671	1413	1028	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	1	2	0	1	0	2	3	2	0	0	2	2	0	12	7	9	
12	8	20	2	20	11	12	36	35	17	17	20	11	37	15	136	219	180	
8	3	10	5	26	12	22	28	26	31	9	15	8	20	4	142	114	94	
132	74	194	538	250	172	251	365	358	193	154	198	125	165	127	1338	1032	716	
2	0	1	2	0	0	1	3	0	0	0	1	1	4	0	29	10	8	
0	0	1	0	1	0	1	4	3	0	0	3	2	1	0	5	17	8	
0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	4	5	7	
0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	5	9	6	
