"УИК №347"	"УИК №348"	"УИК №349"	"УИК №350"	"УИК №351"	"УИК №352"	"УИК №353"	"УИК №354"	"УИК №355"	"УИК №356"	"УИК №357"	"УИК №358"	"УИК №359"	"УИК №360"	"УИК №361"	"УИК №362"	"УИК №364"	"УИК №365"	"УИК №366"	"УИК №367"	"УИК №368"	"УИК №369"	"УИК №370"	"УИК №371"	"УИК №372"	"УИК №373"	"УИК №374"	"УИК №375"	"УИК №376"	"УИК №377"	"УИК №378"	"УИК №379"	"УИК №380"	"УИК №381"	"УИК №382"	"УИК №383"	"УИК №384"	"УИК №385"	"УИК №386"	"УИК №387"	"УИК №388"	"УИК №389"	"УИК №390"	"УИК №391"	"УИК №392"	"УИК №393"	"УИК №394"	"УИК №395"	"УИК №396"	"УИК №397"	"УИК №2606"	"УИК №2608"	"УИК №2609"	"УИК №2677"	
407	442	475	233	238	681	761	159	724	405	463	906	252	201	534	263	522	200	498	1141	418	1096	353	136	654	180	821	626	410	663	194	403	217	364	407	297	349	933	324	310	557	143	175	122	119	465	304	98	354	1206	171	83	430	247	
400	430	440	220	220	640	730	150	680	380	450	900	230	190	500	250	500	200	470	1000	400	1000	350	110	630	180	800	600	380	630	180	360	210	350	400	300	330	880	300	300	580	140	170	110	110	470	290	90	370	1150	170	80	400	230	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
222	245	303	142	135	426	493	99	414	271	320	600	159	116	363	124	356	133	297	813	312	691	206	73	461	111	468	384	212	342	110	174	125	227	198	197	221	621	192	219	385	85	110	86	76	308	137	61	149	862	99	54	301	142	
75	21	35	21	18	76	42	28	48	12	35	47	12	8	20	41	30	25	30	44	19	42	27	10	21	36	29	40	25	48	18	34	16	26	59	23	28	40	12	8	79	8	15	5	8	25	70	10	36	27	19	4	14	27	
103	164	102	57	67	138	195	23	218	97	95	253	59	66	117	85	114	42	143	143	69	267	117	27	148	33	303	176	143	240	52	152	69	97	143	80	81	219	96	73	116	47	45	19	26	137	83	19	185	261	52	22	85	61	
75	21	35	21	18	76	42	28	48	12	35	47	12	8	20	41	30	25	30	44	19	42	27	10	21	36	29	40	25	48	18	34	16	26	59	23	28	39	12	8	79	8	15	5	8	25	70	10	36	27	19	4	14	27	
222	245	303	142	135	426	493	99	414	271	320	600	159	116	363	124	356	133	297	813	312	691	206	73	461	111	468	384	212	342	110	174	125	227	198	197	221	621	192	219	385	85	110	86	76	308	137	61	149	862	99	54	301	142	
1	3	8	2	0	4	3	0	6	3	2	10	0	0	9	0	3	0	2	5	0	9	1	0	10	2	5	6	0	3	0	2	1	0	2	4	2	5	0	5	4	0	0	1	0	1	2	1	1	6	0	0	5	2	
296	263	330	161	153	498	532	127	456	280	353	637	171	124	374	165	383	158	325	852	331	724	232	83	472	145	492	418	237	387	128	206	140	253	255	216	247	655	204	222	460	93	125	90	84	332	205	70	184	883	118	58	310	167	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	1	6	0	0	3	1	0	3	1	1	4	0	1	2	1	4	1	1	2	1	2	1	0	2	0	6	4	2	1	1	1	0	1	1	1	1	4	1	1	0	3	1	0	0	5	0	0	3	2	0	0	2	1	
11	20	41	12	4	45	42	4	41	32	27	41	5	2	57	14	28	6	41	104	30	100	23	9	47	9	60	44	12	33	12	11	19	10	21	23	18	103	13	11	50	6	8	6	10	53	14	7	13	128	3	1	37	13	
19	23	17	14	4	34	37	7	33	22	49	33	8	6	37	41	50	20	28	74	29	71	8	8	44	18	42	36	20	36	14	18	16	16	20	24	22	49	16	18	70	4	8	8	7	33	22	7	19	75	8	3	23	18	
262	218	261	131	144	411	444	112	366	222	274	552	158	113	270	108	294	129	251	651	266	537	196	63	363	116	370	324	200	309	98	173	101	225	211	164	199	491	173	192	333	79	104	75	65	237	160	56	148	652	107	53	243	132	
2	0	1	0	0	0	0	0	5	2	2	5	0	2	4	1	4	2	0	9	1	4	3	1	6	0	3	3	1	2	0	1	2	0	1	2	3	4	0	0	2	0	1	1	2	1	0	0	0	9	0	0	1	1	
0	0	3	0	0	1	2	3	2	0	0	2	0	0	1	0	2	0	1	4	1	5	0	0	4	1	5	5	2	2	0	2	0	1	1	0	2	2	0	0	3	1	3	0	0	1	5	0	0	3	0	0	1	0	
2	1	1	1	1	4	3	1	1	0	0	0	0	0	3	0	1	0	3	6	2	2	1	2	5	0	4	2	0	2	1	0	1	0	0	1	2	1	1	0	2	0	0	0	0	1	3	0	1	11	0	0	0	2	
0	0	0	3	0	0	3	0	5	1	0	0	0	0	0	0	0	0	0	2	1	3	0	0	1	1	2	0	0	2	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	3	0	1	3	0	
