"УИК №97"	"УИК №98"	"УИК №99"	"УИК №100"	"УИК №101"	"УИК №102"	"УИК №103"	"УИК №104"	"УИК №105"	"УИК №106"	"УИК №1818"	"УИК №1819"	"УИК №1820"	"УИК №1821"	"УИК №1822"	"УИК №1823"	"УИК №1824"	"УИК №1825"	"УИК №1826"	"УИК №1827"	"УИК №1828"	"УИК №1829"	"УИК №1830"	"УИК №1831"	"УИК №1832"	"УИК №1833"	"УИК №1834"	"УИК №1835"	"УИК №1836"	"УИК №1837"	"УИК №1838"	"УИК №1839"	"УИК №1840"	"УИК №1841"	"УИК №1842"	"УИК №1843"	"УИК №1844"	"УИК №1845"	"УИК №1846"	"УИК №1847"	"УИК №1849"	"УИК №1850"	"УИК №1851"	"УИК №1852"	"УИК №1853"	"УИК №1854"	"УИК №2290"	
1664	1387	1217	706	275	1313	1071	699	918	1219	551	442	48	116	296	75	529	310	196	151	128	1305	559	105	31	83	57	334	584	65	97	99	29	25	931	97	75	253	145	540	85	155	781	348	245	1472	1478	
1696	1517	1261	793	286	1320	1021	733	940	1383	596	509	43	139	320	93	631	356	222	188	142	1390	559	127	39	88	55	384	691	56	95	95	28	27	1014	106	113	259	147	573	88	161	880	353	285	1472	1464	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
831	749	725	352	144	505	499	333	408	745	338	277	36	78	197	46	301	126	99	91	71	696	230	73	22	51	34	237	333	42	58	75	24	24	532	73	56	172	83	301	46	70	497	197	143	875	812	
30	46	52	17	35	49	30	23	86	55	60	72	6	10	14	7	39	60	26	27	15	53	73	4	6	5	0	38	21	2	3	9	1	1	82	7	4	31	11	25	11	8	26	21	15	34	21	
835	722	484	424	107	766	492	377	446	583	198	160	1	51	109	40	291	170	97	70	56	641	256	50	11	32	21	109	337	12	34	11	3	2	400	26	53	56	53	247	31	83	357	135	127	563	631	
30	46	52	17	35	49	30	23	86	55	60	72	6	10	14	7	39	60	26	27	15	53	73	4	6	5	0	38	21	2	3	9	1	1	82	7	4	31	11	25	11	8	26	21	15	34	21	
831	749	725	352	144	505	499	333	408	745	338	277	36	78	197	46	301	126	99	91	71	696	230	73	22	51	34	237	333	42	58	75	24	24	531	73	56	172	83	301	46	70	497	197	143	875	812	
12	7	8	9	0	6	11	5	6	4	6	8	0	0	2	0	4	0	1	1	2	5	0	0	0	0	0	1	6	1	0	0	0	0	4	1	0	2	0	3	0	0	5	0	2	4	7	
849	788	769	360	179	548	518	351	488	796	392	341	42	88	209	53	336	186	124	117	84	744	303	77	28	56	34	274	348	43	61	84	25	25	609	79	60	201	94	323	57	78	518	218	156	905	826	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	8	9	3	4	5	3	0	2	5	1	7	0	3	1	0	1	0	0	0	0	4	3	0	0	0	0	0	1	0	1	0	0	0	5	3	0	0	0	0	0	0	5	4	1	5	5	
100	136	119	56	24	63	90	65	24	87	48	47	3	13	11	6	33	16	19	2	27	83	25	3	0	3	2	17	34	1	3	1	2	0	88	7	9	23	13	51	3	7	83	28	36	125	193	
87	64	48	32	17	53	66	32	68	69	46	34	1	6	12	5	42	46	13	10	7	62	30	8	2	8	8	18	37	4	5	8	4	0	64	9	3	17	2	44	0	8	36	10	18	82	72	
634	562	575	264	131	411	347	248	386	618	287	246	38	64	180	41	247	121	89	105	48	579	242	63	25	45	24	235	267	38	51	75	18	25	442	59	48	158	78	214	54	62	391	171	96	673	540	
10	5	5	4	1	8	8	3	1	6	4	4	0	1	0	0	3	3	1	0	0	4	0	0	0	0	0	1	2	0	1	0	0	0	4	0	0	2	1	5	0	0	2	1	2	7	10	
3	5	5	0	1	3	1	1	3	6	5	2	0	1	4	0	6	0	1	0	2	5	1	2	1	0	0	3	3	0	0	0	1	0	4	0	0	0	0	6	0	1	0	2	1	4	4	
2	5	4	0	1	3	1	1	0	3	1	0	0	0	0	1	3	0	1	0	0	4	2	1	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	2	0	0	0	1	0	5	1	
4	3	4	1	0	2	2	1	4	2	0	1	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	2	4	1	
